Log(g),log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
7.8,4.82,0.587,0.00083,0.015975,CO,0.642,0.81319,2.54,3.1355,8.4403,8.2519,8.7979,7.6868,8.1786,8.7316,9.1109,9.4837,8.2534,8.7382,9.1375,9.4312,9.6477,6.9052,8.1788,8.5121,8.6501,8.844,9.2848,9.4186,9.5306,6.2276,6.842,66069.34480075965,64402582.95343235,125426635.0520082,23098883.568874285,189807660.5395091,178404505.70766556,49423982.179859444,19465193.506016128,8335656.935196764,154656692.33199558,48672114.96917816,18641019.455443032,9400259.059400542,6070232.90188102
7.8,4.8,0.582,0.00099,0.015895,CO,0.558,1.57064,2.448,3.346,8.4894,8.3012,8.8448,7.7352,8.229,8.7793,9.1578,9.5303,8.3035,8.7856,9.1841,9.478,9.6935,6.9539,8.2295,8.5604,8.6981,8.8908,9.3298,9.4633,9.5742,6.2831,6.8927,63095.7344480193,62176168.35162094,121068298.90906191,22345581.40390005,183364139.8297476,172030910.41163066,47776948.00422179,18830393.457520228,8066042.417385066,149172712.47496787,47063138.69300329,18038080.83751884,9094534.850827029,5878222.53691337
7.8,4.78,0.576,0.00118,0.015829,CO,0.474,3.03404,2.344,3.556,8.5351,8.3469,8.8883,7.7801,8.2758,8.8236,9.2013,9.5735,8.35,8.8296,9.2273,9.5215,9.736,6.9991,8.2765,8.6051,8.7426,8.9343,9.3714,9.5046,9.6145,6.3347,6.9397,60255.95860743581,60111568.62825423,117048148.05282773,21647401.153964076,177406084.93317178,166150095.02779925,46250082.29543254,18242044.084419202,7816181.000305938,144113110.8673013,45571675.23138172,17479316.054713316,8810379.137872808,5699806.730345181
7.8,4.76,0.571,0.00139,0.01576,CO,0.39,4.48373,2.241,3.7658,8.5946,8.4097,8.9444,7.849,8.3387,8.8823,9.2574,9.6282,8.4123,8.8874,9.2839,9.5762,9.791,7.0666,8.342,8.6635,8.7995,8.9895,9.4263,9.5568,9.6695,6.4203,7.0168,57543.993733715666,57405379.58957421,111439480.41277842,20737686.134616256,167958908.51447907,158174010.35199475,44200485.70754627,17475436.51941993,7497373.3773577595,137270755.82982284,43588259.27957845,16737052.063331531,8451020.004543245,5465811.646550567
7.8,4.74,0.566,0.00164,0.015689,CO,0.306,5.93632,2.138,3.9757,8.6579,8.4719,9.0019,7.9178,8.4027,8.9405,9.3149,9.6833,8.4748,8.9473,9.3401,9.6313,9.8448,7.1359,8.4067,8.723,8.8585,9.0451,9.4782,9.6058,9.7197,6.5034,7.0935,54954.08738576248,54645511.23266608,106189354.00625235,19846420.89353366,159076103.2827692,150472461.7627016,42273571.60641975,16724376.394322172,7191028.997318536,130767531.38875206,41622812.81117305,16036916.478561949,8105709.406593139,5248758.150007433
7.8,4.72,0.561,0.00191,0.015617,CO,0.222,7.37926,2.036,4.1855,8.7195,8.5344,9.0673,7.9784,8.4643,9.0039,9.3793,9.7493,8.5361,9.0102,9.4058,9.6972,9.9124,7.1974,8.471,8.7816,8.922,9.1104,9.5459,9.6751,9.7866,6.5511,7.1451,52480.74602497723,52108647.22568215,101175715.47410981,18858949.728998877,151830929.02792516,143486926.01278913,40244287.92176992,15906888.560042733,6829459.681021866,124731237.36618349,39643019.974738985,15234779.497450013,7698858.460823265,4977506.861919407
7.8,4.7,0.556,0.00222,0.015547,CO,0.138,8.76874,1.938,4.395,8.7786,8.5944,9.1301,8.0365,8.5234,9.0648,9.4411,9.8126,8.5949,9.0706,9.4688,9.7604,9.9772,7.2564,8.5327,8.8378,8.983,9.1731,9.6108,9.7415,9.8506,6.5969,7.1947,50118.72336272725,49793404.62876275,96600262.75351922,17959718.54330328,145218609.1341704,137111649.33813196,38392489.211700335,15162375.993710417,6500823.409836307,119222233.64852385,37836308.23117685,14505683.463744221,7329061.380703267,4731446.0330196
7.8,4.68,0.552,0.00257,0.01548,CO,0.054,10.08676,1.844,4.6039,8.9188,8.7393,9.2522,8.2081,8.67,9.1949,9.5645,9.931,8.7357,9.2009,9.5901,9.879,10.0955,7.4266,8.686,8.9732,9.1124,9.2934,9.725,9.8537,9.9681,6.7989,7.3902,47863.0092322638,44141095.429569796,85264763.56796344,16188656.600207618,125064357.7853053,120833022.63913533,34352437.2781059,13650813.912911814,5879760.730100238,105630306.16629387,33848547.66407313,13084872.062872782,6627651.185423123,4279816.7618278125
7.8,4.66,0.547,0.00296,0.015414,CO,-0.029,11.38695,1.752,4.8128,9.0724,8.8966,9.3995,8.3866,8.8272,9.3448,9.7114,10.0775,8.8877,9.3499,9.7373,10.0248,10.2432,7.6053,8.8502,9.1172,9.2626,9.4389,9.8715,10.0039,10.1198,6.9726,7.5744,45708.818961487515,38646868.554986924,74397920.29416862,14256142.05201212,107015025.84497006,105442778.86257195,30179271.961130537,12025682.951950718,5181683.192283348,92618926.28241941,29761255.10960354,11523931.924011419,5844546.882875191,3767527.046298122
7.8,4.64,0.542,0.00341,0.015348,CO,-0.113,12.66708,1.661,5.0215,9.185,9.0153,9.5032,8.5232,8.9448,9.4546,9.8144,10.1782,9.003,9.4583,9.8407,10.1271,10.3428,7.7417,8.972,9.227,9.3694,9.5417,9.9655,10.096,10.2093,7.1519,7.7295,43651.58322401656,35139974.19938958,67267908.346021,13069204.161793765,95176973.11744301,95434185.46679863,27511602.43669107,11031558.644323077,4763410.229432844,84005335.41910344,27165541.777748752,10567391.862471158,5364854.833627629,3466917.49841924
7.8,4.62,0.54,0.0039,0.015312,CO,-0.195,12.80539,1.595,5.2273,9.2853,9.1204,9.5936,8.6588,9.048,9.5486,9.9051,10.2657,9.1038,9.552,9.9317,10.2146,10.4283,7.8754,9.0795,9.3224,9.463,9.6301,10.0458,10.1736,10.2852,7.374,7.911,41686.93834703355,32190014.956824772,61349024.85082782,12081723.228706159,84397897.77610359,87189404.47362871,25348696.239884235,10195220.387482073,4415274.66356858,76917756.84539375,25036759.12224927,9763545.455473885,4972762.470525185,3219461.583051785
7.8,4.6,0.537,0.00446,0.015278,CO,-0.277,12.80531,1.534,5.4325,9.3865,9.2252,9.6861,8.7861,9.1529,9.6439,9.9955,10.3537,9.204,9.6469,10.0215,10.3027,10.5135,8.001,9.1875,9.4197,9.5576,9.72,10.1269,10.25,10.3589,7.5621,8.0676,39810.71705534969,29455880.4112485,55952370.84784513,11144477.508124381,75394984.91010545,79512341.12449577,23322035.74507536,9422528.239900261,4089672.7207814637,70449422.90625384,23043526.381831262,9028557.785382709,4605624.690220649,2989744.5069063012
7.8,4.58,0.534,0.00511,0.015242,CO,-0.359,12.80524,1.473,5.6379,9.4651,9.3092,9.753,8.8973,9.2352,9.7171,10.0648,10.4168,9.2852,9.7201,10.0908,10.3668,10.5756,8.1113,9.2734,9.4931,9.6283,9.7868,10.1829,10.3033,10.4096,7.7691,8.2268,38018.93963205613,27528408.53238711,52031649.04345231,10528071.090949254,68377238.20646022,74056577.535914,21904611.424845994,8881709.09553398,3877016.519151662,65682025.44220388,21643028.797723424,8510351.124491531,4362120.32945678,2836894.42235757
7.8,4.56,0.532,0.00586,0.015206,CO,-0.441,12.80517,1.411,5.8432,9.5459,9.3957,9.8252,9.0053,9.3201,9.7928,10.1369,10.4855,9.3694,9.7965,10.1629,10.4355,10.6398,8.2176,9.3618,9.5741,9.7055,9.8572,10.2445,10.3612,10.4648,7.9443,8.3648,36307.8054770101,25675271.639161684,48274916.640355825,9897437.116547091,62196435.76845848,68810954.14500496,20526244.405292626,8350461.668638322,3656550.6512070918,61068953.66080319,20268050.58758061,8001315.972784291,4114069.117974511,2686687.2585242423
7.8,4.54,0.529,0.00673,0.015169,CO,-0.523,12.80509,1.349,6.0485,9.6268,9.4799,9.8965,9.1122,9.4043,9.8693,10.208,10.5527,9.4521,9.8723,10.2334,10.504,10.7047,8.323,9.4489,9.6518,9.7794,9.9279,10.3031,10.418,10.5182,8.1161,8.5039,34673.685045253165,23948102.961979676,44890826.57680004,9313626.567226497,56639781.24410561,63987280.02204974,19223194.730695467,7859348.6758552585,3453883.330605282,56866506.46073791,18993633.30722094,7534899.961801924,3881393.313570638,2543157.0789004266
7.8,4.52,0.527,0.00774,0.015132,CO,-0.605,12.80502,1.29,6.2536,9.7053,9.563,9.9653,9.2186,9.4858,9.9426,10.2766,10.6192,9.5315,9.9448,10.3022,10.5702,10.7679,8.4283,9.5347,9.7283,9.8521,9.9951,10.3614,10.4727,10.5715,8.2869,8.6417,33113.112148259075,22386817.25484677,41786773.54936088,8784560.904433884,51603933.24609674,59650609.688918106,18056218.55193795,7414259.697228506,3264591.9154473636,53115073.40801994,17853743.317412026,7106875.838911424,3669685.8796395,2411095.5570350015
7.8,4.5,0.524,0.00892,0.015096,CO,-0.687,12.80495,1.232,6.4586,9.7814,9.6433,10.0335,9.3221,9.5668,10.0132,10.3443,10.6828,9.6109,10.0167,10.3696,10.6365,10.8293,8.5308,9.6185,9.802,9.9219,10.0611,10.4188,10.5288,10.6256,8.4549,8.7789,31622.776601683792,20971101.63490912,38993097.03717323,8289129.967830506,47135888.26711665,55626761.64418975,17000265.098124813,6999333.464446229,3093554.6439408674,49605139.690005064,16789516.034279887,6711005.87591878,3468788.1885624668,2289408.6200948134
7.8,4.48,0.522,0.01032,0.01506,CO,-0.769,12.80488,1.175,6.6635,9.8557,9.7239,10.0983,9.4257,9.6457,10.0832,10.4084,10.7452,9.6869,10.0853,10.435,10.6983,10.889,8.633,9.7029,9.8727,9.9904,10.1243,10.4735,10.5828,10.6782,8.6241,8.9149,30199.51720402019,19677733.54927069,36376554.47940312,7846261.527486291,43051226.25808736,51975372.25162934,16015095.188094193,6629648.689345261,2934753.453145213,46472978.47902884,15836966.868409902,6348943.315803276,3292544.189012116,2177294.3433980225
7.8,4.46,0.52,0.01196,0.015025,CO,-0.851,12.80482,1.12,6.8683,9.9306,9.8028,10.1657,9.5289,9.7245,10.1534,10.4759,10.8075,9.764,10.1554,10.5024,10.762,10.9509,8.7336,9.7835,9.9458,10.0608,10.1911,10.5306,10.6366,10.7299,8.791,9.0514,28840.31503126606,18451686.10890806,33984629.80256027,7408388.724774017,39330232.0396187,48562226.569072165,15082401.811495692,6259094.343926297,2784021.6271077567,43489207.12930507,14916021.151607271,5994630.679879327,3119410.9670603634,2066227.4489235294
7.8,4.44,0.518,0.01391,0.014993,CO,-0.933,12.80475,1.068,7.0727,10.0074,9.8838,10.2303,9.6305,9.8063,10.2245,10.5403,10.8692,9.8441,10.2269,10.5666,10.824,11.0091,8.8353,9.8697,10.017,10.13,10.2531,10.5847,10.6902,10.7817,8.9556,9.1839,27542.28703338169,17265053.853864096,31676298.206534155,7010284.468636889,35969830.228073925,45230404.34449323,14186732.700416654,5923840.780229691,2641462.70994186,40568912.80181215,14025064.586850308,5674587.687369861,2958860.390221807,1966753.8365564046
7.8,4.42,0.515,0.01628,0.01496,CO,-1.015,12.80469,1.018,7.2771,10.0813,9.9644,10.2931,9.7276,9.8882,10.2931,10.6031,10.9281,9.9239,10.2956,10.6287,10.8821,11.0662,8.9325,9.9556,10.0887,10.1982,10.3138,10.6381,10.7413,10.8319,9.1204,9.3154,26302.679918953814,16200254.316618336,29539852.18247789,6645528.676360857,33037888.48585073,42129311.83256356,13376924.656356419,5615614.309994895,2513034.08430663,37860580.124160014,13223266.929099431,5382799.5363133205,2817074.7370638987,1874234.383705167
7.9,4.9,0.65,0.00043,0.015006,CO,0.906,0.40879,3.326,2.476,8.3952,8.2027,8.7651,7.6326,8.1291,8.6927,9.0781,9.4546,8.2048,8.7,9.1051,9.403,9.6205,6.8506,8.1262,8.4692,8.6127,8.8131,9.262,9.3995,9.5189,6.1209,6.7665,79432.82347242821,76084315.02993093,148737891.47875574,26981298.037098393,226123441.06717327,211620466.76678082,58056330.686234854,22736864.566186942,9703573.098194255,183299198.96024,57136294.01373264,21766144.556952372,10933813.752521219,7054028.399117353
7.9,4.88,0.645,0.00052,0.014946,CO,0.822,0.44434,3.257,2.6856,8.4451,8.2531,8.8129,7.6825,8.1798,8.7415,9.1259,9.5015,8.2558,8.7487,9.1531,9.4504,9.6671,6.9005,8.1774,8.5187,8.6615,8.8609,9.3077,9.4445,9.5629,6.1823,6.821,75857.75750291836,73251253.94187126,143133585.0003843,26026919.426500943,217703551.6098825,203590540.96899927,55951213.75914965,21932619.448543467,9368101.989134502,176295203.05927876,55069609.3921682,20992368.315146063,10550950.856128274,6812039.101415544
7.9,4.86,0.639,0.00062,0.014884,CO,0.738,0.47943,3.189,2.8951,8.4936,8.3021,8.8594,7.731,8.2289,8.789,9.1724,9.5472,8.3053,8.7961,9.1998,9.4964,9.7125,6.949,8.227,8.5669,8.709,8.9074,9.3523,9.4884,9.6057,6.2418,6.8738,72443.59600749906,70635934.73967646,137959681.20256314,25143943.998932153,209930793.4894128,196213203.99639717,54003280.863116495,21188545.06471291,9056955.696532171,169844359.4884724,53157265.15608377,20276456.98580902,10197700.041531675,6587608.258242551
7.9,4.84,0.634,0.00073,0.01482,CO,0.654,0.51414,3.121,3.1045,8.5565,8.3673,8.9177,7.8011,8.2932,8.8497,9.2307,9.6042,8.3687,8.8566,9.2576,9.5519,9.7691,7.0192,8.2927,8.6292,8.7683,8.9643,9.4075,9.542,9.656,6.3314,6.9524,69183.09709189362,67237044.0202299,131043383.38806146,24035674.618971985,198508479.4436939,186531054.29065877,51508993.14595776,20254617.765872013,8668124.865104591,161597279.07664862,50711393.48815018,19391659.918002322,9773388.186888618,6307113.997956461
7.9,4.82,0.629,0.00086,0.014756,CO,0.571,0.54792,3.056,3.3137,8.605,8.416,8.9641,7.8491,8.3429,8.8968,9.2771,9.6503,8.4181,8.9034,9.3037,9.5981,9.8146,7.0674,8.3427,8.6768,8.8156,9.0105,9.4522,9.5865,9.6996,6.3872,7.0031,66069.34480075965,64858623.330708854,126384615.55614127,23230332.73268392,191574710.04004177,179734008.02704847,49751041.284786545,19575964.37518524,8380004.906696275,155751830.0281097,48994198.65516685,18747100.184958566,9447660.159302508,6100842.240878149
7.9,4.8,0.623,0.001,0.014692,CO,0.487,0.58105,2.991,3.5226,8.6517,8.4629,9.0088,7.8953,8.3909,8.9423,9.3218,9.6947,8.4658,8.9486,9.3481,9.6426,9.8585,7.114,8.391,8.7227,8.8612,9.055,9.4954,9.6294,9.7416,6.441,7.052,63095.7344480193,62670502.94072277,122098313.56958367,22488002.666428816,185196864.98321292,173462544.55454808,48125763.07540521,18950410.40233176,8114461.92318015,150358717.23340672,47406742.308534876,18153047.917589024,9147443.099474596,5910241.793839606
7.9,4.78,0.618,0.00117,0.014629,CO,0.403,0.61329,2.929,3.7314,8.6967,8.5081,9.0519,7.9397,8.437,8.986,9.3649,9.7375,8.5116,8.992,9.3909,9.6855,9.9007,7.1587,8.4374,8.7668,8.905,9.0979,9.537,9.6706,9.7821,6.4927,7.0989,60255.95860743581,60645103.212756105,118130549.73382702,21799344.948183823,179310693.48267046,167686566.515372,46626217.82024639,18370085.569528364,7868143.7569508385,145392221.2030066,45942293.51202195,17602003.927628323,8868951.423631445,5734001.578778789
7.9,4.76,0.614,0.00136,0.014567,CO,0.32,0.64493,2.867,3.9399,8.757,8.5713,9.1084,8.0092,8.5003,9.0452,9.4214,9.7929,8.5741,9.0505,9.4479,9.7409,9.9562,7.227,8.5032,8.8258,8.9628,9.1538,9.5921,9.7236,9.8367,6.5771,7.1757,57543.993733715666,57858181.41608856,112401281.93288013,20870482.18527042,169627096.97178861,159539163.91367286,44528619.13785148,17587342.396390595,7540520.510419295,138429997.42665526,43903759.5766004,16844229.61434546,8499655.34205271,5494736.20751393
7.9,4.74,0.609,0.00157,0.014506,CO,0.237,0.67565,2.807,4.1482,8.8192,8.6332,9.1653,8.0772,8.5636,9.103,9.4783,9.8475,8.6362,9.1094,9.5039,9.7955,10.0097,7.2952,8.5677,8.8847,9.021,9.2089,9.6439,9.7728,9.8867,6.6584,7.2505,54954.08738576248,55097218.29549075,107067129.3279477,19971807.765392616,160671971.90589744,151772191.78521898,42575927.90245714,16830038.631917752,7231130.840898347,131836330.05925785,41935961.57202902,16132290.99134917,8150912.101624278,5274626.857009699
7.9,4.72,0.604,0.00181,0.014447,CO,0.153,0.70559,2.749,4.3563,8.8882,8.7029,9.2376,8.1469,8.6326,9.1734,9.5496,9.9206,8.704,9.1793,9.5761,9.8683,10.0846,7.3659,8.6397,8.9494,9.0917,9.2809,9.7191,9.8497,9.9622,6.7142,7.3112,52480.74602497723,52127833.29652928,101231613.56081353,18838112.140768673,151914813.3710729,143592648.7249943,40229452.53203382,15889312.756585969,6815633.367755368,124869135.70158137,39643008.5665423,15217946.319223884,7684687.481919541,4963313.898082168
7.9,4.7,0.6,0.00209,0.01439,CO,0.07,0.73439,2.693,4.5641,8.9541,8.7695,9.3067,8.2135,8.6985,9.2406,9.6178,9.9905,8.7688,9.2461,9.6452,9.9379,10.1562,7.4334,8.7086,9.0113,9.1592,9.3498,9.791,9.9233,10.0344,6.7675,7.3693,50118.72336272725,49447396.655902915,95964347.99642895,17816858.692306615,144010408.4421856,136209050.1246544,38115171.66937694,15040382.15611217,6441395.687094898,118568373.79192597,37573388.58530858,14392949.629487453,7264738.199292401,4683445.816058077
7.9,4.68,0.595,0.00239,0.014337,CO,-0.013,0.76161,2.64,4.7715,9.0896,8.9101,9.4247,8.3804,8.8403,9.3668,9.7367,10.1041,8.9056,9.3723,9.7625,10.0519,10.2691,7.599,8.8567,9.1425,9.2843,9.4658,9.8992,10.0296,10.1444,6.968,7.5617,47863.0092322638,43969188.35349311,84932700.75768021,16100380.986875178,124405304.77408382,120417881.2991643,34184001.39638306,13580128.788330449,5844468.140624805,105306185.29774618,33698097.414027154,13014719.814552505,6589083.111439617,4252169.005382507
7.9,4.66,0.591,0.00274,0.014283,CO,-0.096,0.78893,2.587,4.9789,9.2393,9.0641,9.5668,8.5575,8.994,9.5123,9.8783,10.2447,9.0541,9.5169,9.9043,10.1919,10.4104,7.7759,9.0173,9.2831,9.4297,9.6058,10.039,10.1727,10.2893,7.1478,7.7489,45708.818961487515,38596342.08426079,74259604.59507371,14232259.41200924,106482097.56667802,105314623.57682987,30123164.652176544,12009960.712598544,5173479.036778242,92540444.00327165,29719608.184400015,11507805.711285476,5835830.690853758,3761561.9232656
7.9,4.64,0.587,0.00314,0.014231,CO,-0.178,0.81532,2.536,5.186,9.3505,9.1809,9.6686,8.6921,9.1101,9.6197,9.9797,10.3434,9.1679,9.6235,10.0058,10.2919,10.5079,7.9103,9.1377,9.3915,9.5349,9.7066,10.131,10.2623,10.3762,7.3268,7.9033,43651.58322401656,35094105.8807403,67173916.10281785,13053347.090901501,94755544.74676561,95327173.22189297,27485815.739311866,11019188.738826811,4758507.177595097,83942058.271583,27137579.865353763,10557487.018263346,5361307.520442001,3463667.947522473
7.9,4.62,0.583,0.00359,0.014184,CO,-0.261,1.09463,2.482,5.3928,9.4514,9.2868,9.7595,8.8273,9.2143,9.7146,10.0707,10.431,9.2697,9.718,10.097,10.3798,10.5933,8.0438,9.2461,9.4878,9.6292,9.7955,10.2113,10.3399,10.452,7.5482,8.0835,41686.93834703355,32191971.470630266,61335803.60303566,12084683.433543915,84216662.20027024,87178643.47959074,25352571.887973838,10200536.493640738,4418797.715866847,76936602.85863252,25040587.07721562,9771336.019793611,4977188.750472027,3222920.87067866
7.9,4.6,0.58,0.00411,0.014144,CO,-0.344,2.04159,2.414,5.5992,9.5519,9.3911,9.8511,8.9538,9.3183,9.8093,10.1609,10.5186,9.3698,9.8123,10.1869,10.4677,10.6785,8.1688,9.3533,9.5848,9.7231,9.885,10.2919,10.4158,10.5251,7.737,8.2399,39810.71705534969,29512127.8749447,56033404.39447811,11169872.815607984,75379104.66006762,79664173.88109235,23366570.328343064,9440521.024624424,4099369.5483766804,70557950.27281517,23087529.137664773,9045798.263995957,4616119.686964767,2996557.3414241103
7.9,4.58,0.577,0.00471,0.014105,CO,-0.426,2.97355,2.348,5.8056,9.6323,9.4768,9.9198,9.0658,9.4029,9.8844,10.2312,10.5833,9.4529,9.8874,10.2572,10.5333,10.7417,8.2798,9.4414,9.6604,9.796,9.9532,10.3493,10.4706,10.5772,7.9412,8.3973,38018.93963205613,27557437.959951174,52067331.93177424,10543056.707791764,68367435.41240071,74100539.71761861,21925690.887353614,8897628.690689372,3883607.982204868,65721016.2413109,21663856.53144773,8525605.096792867,4369536.535924602,2842764.654628963
7.9,4.56,0.573,0.00539,0.014066,CO,-0.509,3.88277,2.284,6.0117,9.7145,9.5644,9.9931,9.1746,9.4892,9.9615,10.3045,10.6531,9.5381,9.9648,10.3305,10.6031,10.8075,8.3869,9.5313,9.7419,9.8738,10.0248,10.4118,10.5293,10.6332,8.1161,8.5359,36307.8054770101,25689981.598647628,48298125.83474255,9909494.416223472,62191959.98436031,68818678.06795788,20536112.834480826,8362944.852876836,3662016.8634080333,61098313.860988855,20285266.876614112,8013277.215815131,4120219.2788647204,2690455.801204711
7.9,4.54,0.57,0.00618,0.014028,CO,-0.591,4.75254,2.222,6.2177,9.796,9.6495,10.065,9.2818,9.5741,10.0382,10.3763,10.7209,9.6215,10.0412,10.4018,10.6723,10.8732,8.4928,9.6192,9.8203,9.9484,10.0959,10.4715,10.5868,10.6876,8.2876,8.6747,34673.685045253165,23961472.597472645,44899343.44172831,9324836.141759982,56650527.16711946,63987631.898479424,19239241.83101377,7870257.550860021,3458995.93482174,56887773.54899986,19009488.77471008,7544663.57670579,3886780.7364027807,2546217.9390949514
7.9,4.52,0.567,0.00709,0.013992,CO,-0.673,5.59086,2.163,6.4234,9.8751,9.733,10.1345,9.3882,9.6564,10.1122,10.4457,10.7878,9.7019,10.1146,10.4712,10.7391,10.9369,8.5981,9.7054,9.8972,10.0217,10.1639,10.5304,10.6424,10.7415,8.4577,8.8123,33113.112148259075,22392646.613913678,41789955.807937294,8791705.47190451,51626879.66954985,59622194.814162135,18064247.506530832,7420973.251030705,3269053.085723098,53099552.16773457,17858392.298073243,7113966.249381598,3673685.4068575273,2413501.066511977
7.9,4.5,0.565,0.00814,0.013956,CO,-0.756,6.41487,2.104,6.629,9.9518,9.814,10.203,9.4922,9.7378,10.1836,10.5138,10.8522,9.7814,10.1867,10.539,10.8055,10.9991,8.7009,9.7898,9.9716,10.0922,10.2305,10.5882,10.6986,10.7958,8.6255,8.9493,31622.776601683792,20973122.707814593,38986081.22454948,8296803.450859021,47153458.13222391,55601387.67427381,17001903.484880667,7005812.946220408,3096703.6391451247,49605351.31298895,16797321.332339592,6717837.15182994,3473598.6273115855,2290894.905560282
7.9,4.48,0.562,0.00939,0.01392,CO,-0.838,7.2197,2.047,6.8344,10.027,9.8952,10.268,9.5951,9.8181,10.254,10.5781,10.9142,9.8589,10.2562,10.6044,10.8673,11.0588,8.8028,9.8753,10.0427,10.1612,10.2937,10.6429,10.7526,10.8484,8.7929,9.084,30199.51720402019,19671005.000804644,36364115.9834134,7855145.844596001,43111883.743257895,51904986.40711039,16016993.431727197,6637155.436485439,2939971.3313474376,46427145.30243444,15837385.254513314,6357888.727316461,3298398.205313001,2179558.938404353
7.9,4.46,0.559,0.01087,0.013886,CO,-0.92,7.99436,1.992,7.0397,10.1019,9.9743,10.3356,9.6981,9.8969,10.3245,10.6456,10.9772,9.936,10.3265,10.6718,10.9314,11.1208,8.9036,9.9562,10.1162,10.2315,10.3605,10.7004,10.8068,10.9005,8.9601,9.2203,28840.31503126606,18449758.997517243,33974821.44612548,7417172.878339799,39402261.42873573,48507984.52544994,15083604.838112732,6267670.216136958,2787836.142817839,43456638.51177856,14917210.907104502,6004503.074614867,3124548.24040611,2068677.382355408
7.9,4.44,0.556,0.01264,0.013853,CO,-1.002,8.7316,1.94,7.2447,10.1775,10.0541,10.399,9.7973,9.9778,10.3944,10.709,11.0375,10.0153,10.3966,10.7349,10.9919,11.1779,9.0027,10.0414,10.1869,10.2997,10.4214,10.7536,10.8591,10.9516,9.1242,9.3512,27542.28703338169,17290890.117979288,31717856.97245626,7029833.759366182,36133314.53708248,45239717.44259585,14210579.859893302,5940360.35032201,2649804.892286244,40588479.54462344,14051228.0841267,5692508.987200846,2969298.696265819,1972056.8002328353
7.9,4.42,0.554,0.0148,0.013821,CO,-1.084,9.4527,1.889,7.4496,10.2492,10.132,10.4596,9.8907,10.0573,10.4609,10.7696,11.0942,10.0926,10.4631,10.7949,11.0482,11.2333,9.096,10.1245,10.2564,10.3656,10.4799,10.8052,10.9088,11.0004,9.2884,9.4792,26302.679918953814,16260956.401579415,29658731.398253445,6679036.079632452,33308612.0336523,42240457.97862064,13428284.505534818,5643928.784653935,2526635.7226373595,37974452.17028098,13277705.077914514,5411435.164430553,2832321.9762332602,1882643.7812100349
