Log(g),log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
8.6,4.6,0.98,0.00541,0.008217,CO,-0.816,0.0,0.0,6.7795,10.7205,10.563,11.016,10.1356,10.4886,10.978,11.326,11.6816,10.5408,10.9816,11.3524,11.6307,11.8396,9.3504,10.526,10.7513,10.8915,11.0485,11.4549,11.5831,11.6962,8.9618,9.4477,39810.71705534969,29804267.003255628,56416342.97787852,11318950.20872057,75205377.58330108,80326894.70728342,23595701.534839503,9564755.772150015,4161357.1615676126,71099063.00628538,23301043.891434602,9161462.73548687,4685921.210887392,3047196.873533564
8.6,4.58,0.979,0.0083,0.008211,CO,-0.896,0.0,0.0,6.9811,10.8021,10.649,11.085,10.242,10.5764,11.0541,11.395,11.7447,10.6244,11.0577,11.42,11.6947,11.9033,9.4554,10.6174,10.8293,10.9667,11.1162,11.51,11.6356,11.746,9.1371,9.5857,38018.93963205613,27686809.662152316,52196261.778534,10637525.622659666,68284693.71322697,74195138.17045136,22030652.681197003,8988937.377102256,3932144.4338297118,65926246.052608155,21755539.004575495,8621032.635030221,4424146.012388433,2877762.7301326557
8.6,4.56,0.977,0.01292,0.008205,CO,-0.977,0.0,0.0,7.1826,10.8821,10.7339,11.156,10.3455,10.6612,11.1285,11.465,11.8129,10.7077,11.1325,11.4902,11.7629,11.9674,9.5581,10.705,10.9052,11.0402,11.184,11.5696,11.6917,11.7994,9.3001,9.716,36307.8054770101,25757745.543693703,48340855.732983574,9978736.452434568,62166769.41617498,68721144.13266256,20601663.87786408,8440016.357664162,3698148.9162614523,61146736.1484752,20336901.310055822,8093087.252658851,4160872.281377933,2716751.510698612
8.6,4.54,0.976,0.01952,0.0082,CO,-1.058,0.0,0.0,7.3841,10.9602,10.8155,11.2238,10.4469,10.7433,11.2018,11.5333,11.877,10.7882,11.204,11.5589,11.8276,12.0302,9.6599,10.79,10.9808,11.1119,11.252,11.6267,11.7466,11.8505,9.4614,9.8458,34673.685045253165,23999230.37033528,44895602.074400775,9386096.580417806,56692781.50963496,63794001.9636255,19280210.148104813,7935106.397498685,3490389.240829541,56846371.18404966,19064009.559913132,7606129.032228997,3924947.4933455256,2567198.1034128196
8.6,4.52,0.975,0.0282,0.008195,CO,-1.138,0.0,0.0,7.5854,11.036,10.8964,11.2902,10.5471,10.8235,11.2726,11.6001,11.9403,10.8661,11.2742,11.6251,11.8918,12.0926,9.7588,10.8747,11.0527,11.1807,11.3163,11.6835,11.7991,11.9014,9.621,9.9746,33113.112148259075,22408206.78427498,41722813.73392652,8840051.754695883,51758008.09729267,59323892.10800083,18085126.55623713,7470721.441422311,3296732.0499291723,52975191.51773142,17892212.02910429,7164955.172319149,3704107.9947690843,2426773.0995039544
8.6,4.5,0.974,0.03887,0.00819,CO,-1.219,0.0,0.0,7.7867,11.1088,10.9741,11.3545,10.646,10.9015,11.3404,11.6635,12.0011,10.9424,11.3427,11.6886,11.9521,12.1501,9.8552,10.9553,11.1239,11.2486,11.3784,11.7374,11.8505,11.951,9.7787,10.1025,31622.776601683792,20980566.75814009,38888724.69915432,8341898.858293468,47309424.654983744,55278945.34993364,17011071.28556796,7055578.945648936,3120999.9557583723,49440476.4985519,16818766.778705653,6766180.6662590215,3508276.0003810544,2304407.5236733127
8.6,4.48,0.973,0.05143,0.008185,CO,-1.299,0.0,0.0,7.9879,11.1807,11.051,11.4125,10.7353,10.9805,11.4069,11.7215,12.0529,11.0189,11.408,11.747,12.0062,12.2028,9.9461,11.0394,11.1917,11.3137,11.4335,11.7849,11.8948,11.9956,9.9309,10.224,30199.51720402019,19660187.339148853,36273890.47244056,7917632.791851809,43627276.51821894,51462417.608440496,16019984.831401883,6696734.661321153,2979231.138670239,46133147.266043656,15856399.686892781,6419689.540733188,3341828.7313363333,2197909.0665089437
8.6,4.46,0.972,0.06589,0.008181,CO,-1.38,0.0,0.0,8.1891,11.2498,11.1244,11.4728,10.8302,11.0532,11.4706,11.7831,12.1121,11.0905,11.4718,11.8071,12.0656,12.2586,10.0388,11.115,11.2597,11.3759,11.4944,11.8366,11.9456,12.0432,10.0923,10.3516,28840.31503126606,18465974.60715289,33935849.05878655,7497214.528609328,40014987.41903764,48176446.903474584,15121911.174592542,6333556.859661433,2823896.5362400813,43231237.350961395,14966118.05104786,6079930.40483169,3167005.158163807,2089846.0885397913
8.6,4.44,0.971,0.08226,0.008177,CO,-1.46,0.0,0.0,8.3901,11.3066,11.1855,11.5183,10.9016,11.1167,11.523,11.8273,12.1525,11.1522,11.5236,11.8513,12.1055,12.2981,10.11,11.1803,11.3141,11.4265,11.5373,11.8736,11.9804,12.0797,10.2493,10.4605,27542.28703338169,17541915.870477576,32110236.873834442,7196556.3104044115,37504853.597220324,45484094.868378356,14423527.022478253,6086848.09626833,2723413.4033642616,40882971.65433138,14282819.782133352,5843101.061552953,3055720.0269723805,2017154.170607507
8.6,4.42,0.97,0.10067,0.008173,CO,-1.54,0.0,0.0,8.5911,11.3528,11.2339,11.5548,10.9575,11.1672,11.565,11.8638,12.1863,11.2015,11.5665,11.8883,12.1409,12.3306,10.1665,11.2334,11.3602,11.4678,11.572,11.9042,12.0115,12.1103,10.3975,10.5522,26302.679918953814,16827593.855592106,30740328.6985571,6965458.765427686,35657629.83123504,43459482.87679513,13889815.282520944,5891385.7680349825,2642521.735507776,39106365.35884509,13742917.963826207,5652862.157913139,2960591.979077765,1959584.926721999
8.6,4.4,0.969,0.12127,0.008169,CO,-1.621,0.0,0.0,8.7921,11.3883,11.2725,11.5847,11.0019,11.2063,11.5986,11.8923,12.2132,11.2401,11.5996,11.9185,12.1663,12.3569,10.2107,11.2748,11.3949,11.5006,11.5992,11.9287,12.0352,12.1347,10.5236,10.6199,25118.864315095823,16302237.925439501,29695709.95534349,6782892.456316357,34262391.865689725,41963312.196840204,13479744.978305914,5744373.459690389,2580380.6345786406,37777451.71470663,13343327.937686635,5503178.519450928,2894967.975833238,1914561.38745463
8.6,4.38,0.968,0.14425,0.008165,CO,-1.701,0.0,0.0,8.9931,11.4474,11.3356,11.6388,11.0855,11.27,11.6542,11.9462,12.2664,11.3014,11.6552,11.9702,12.2188,12.4082,10.2919,11.3402,11.4528,11.5546,11.6528,11.977,12.082,12.1814,10.6758,10.731,23988.329190194898,15453705.838885278,28046529.352218818,6459521.458478133,31754340.09602694,39610942.31297319,12819382.0228951,5471521.133059837,2459400.1086403984,35738644.22233128,12689647.95441351,5252414.785986137,2761017.6181328944,1827993.76404379
8.6,4.36,0.967,0.16983,0.008161,CO,-1.782,0.0,0.0,9.1941,11.476,11.3659,11.6622,11.1202,11.3004,11.6805,11.9703,12.2875,11.3308,11.6816,11.9958,12.242,12.4299,10.3266,11.3711,11.482,11.5805,11.677,11.9993,12.1022,12.2015,10.7688,10.7826,22908.676527677748,15066704.257152831,27301389.384425513,6327992.674398388,30785677.41140565,38555007.90302012,12524855.160606954,5356655.335992089,2414431.0652804496,34817989.94770879,12396959.893353758,5135049.538754884,2705296.0619675266,1793578.2645680846
8.6,4.34,0.966,0.19826,0.008158,CO,-1.862,0.0,0.0,9.395,11.5238,11.4163,11.7036,11.1794,11.3535,11.7258,12.0111,12.3256,11.3829,11.7268,12.0351,12.2812,12.4684,10.3862,11.4247,11.5296,11.6259,11.7159,12.0354,12.1387,12.236,10.9163,10.8732,21877.616239495517,14428381.514185894,26082192.918112442,6095724.372391147,29173468.60719091,36741776.43247569,12021871.071499199,5162892.199751114,2332889.476608854,33211083.865347117,11900207.933441434,4956144.857885296,2611284.2787344046,1732366.1376764243
8.6,4.32,0.966,0.2297,0.008154,CO,-1.942,0.0,0.0,9.5958,11.5895,11.486,11.7589,11.2595,11.4238,11.7859,12.0668,12.3786,11.4522,11.787,12.0923,12.3336,12.5188,10.4655,11.4973,11.5957,11.6843,11.7702,12.0875,12.1857,12.2833,11.0986,10.992,20892.96130854041,13594511.458646875,24484435.217303477,5798708.924787629,27125269.12615198,34471972.76512065,11385655.886250066,4909520.127985316,2223925.0760777933,31188108.545151874,11269393.34398896,4706412.394937082,2490692.6651759795,1655410.3789585647
8.6,4.3,0.965,0.2647,0.008151,CO,-2.023,0.0,0.0,9.7966,11.6643,11.5659,11.824,11.3473,11.5041,11.8567,12.1335,12.4417,11.5331,11.8571,12.1573,12.3954,12.5799,10.5533,11.5802,11.6714,11.7535,11.8343,12.147,12.2453,12.3388,11.2968,11.1235,19952.62314968879,12698816.074719008,22764059.839064803,5465261.379266338,25036503.893475093,32038027.211757444,10674749.238242472,4620390.400104751,2099905.6388297523,28970011.32640619,10572560.173745265,4436184.571882145,2354614.2594685555,1565976.720856892
8.6,4.28,0.964,0.30373,0.008149,CO,-2.103,0.0,0.0,9.9973,11.7501,11.6544,11.9001,11.4403,11.5962,11.9389,12.2091,12.5143,11.6247,11.9401,12.2329,12.4693,12.6517,10.6437,11.6713,11.7619,11.8345,11.9095,12.2215,12.3157,12.4061,11.5096,11.2631,19054.607179632483,11739683.3695781,20992437.51779028,5097815.199374639,22992533.842933364,29446854.915687095,9901268.378425142,4311732.64031581,1965046.9462891943,26639239.087761205,9799260.800816856,4139832.386591352,2200761.198520587,1466487.7934140242
8.6,4.26,0.964,0.34732,0.008146,CO,-2.183,0.0,0.0,10.1979,11.8411,11.7497,11.9836,11.5502,11.692,12.0241,12.2936,12.5931,11.7191,12.0261,12.3172,12.5491,12.73,10.7526,11.7681,11.8545,11.9194,11.9927,12.2973,12.3884,12.4762,11.7345,11.4215,18197.008586099826,10803791.838326061,19242553.08469061,4723934.9861480305,20794412.675277345,26979800.916417934,9160742.095722038,3991826.414362153,1828827.5461623499,24438899.181238696,9059685.889024839,3833386.260048684,2046316.20994539,1365457.7807064888
8.6,4.24,0.963,0.39611,0.008144,CO,-2.263,0.0,0.0,10.3986,11.943,11.8543,12.0746,11.6611,11.7965,12.1223,12.3862,12.6812,11.8256,12.1245,12.4091,12.6377,12.8159,10.8625,11.8737,11.9602,12.0148,12.0837,12.3826,12.4681,12.5517,11.9703,11.5827,17378.00828749376,9840779.241099209,17483805.835799444,4346274.916659928,18784512.992529854,24516136.018724028,8372669.301351181,3667287.254804471,1687120.2417766727,22166387.512190167,8278781.526592435,3523999.7051071846,1886887.5809029625,1262209.8297572595
8.6,4.22,0.963,0.45082,0.008141,CO,-2.344,0.0,0.0,10.5991,12.0464,11.9627,12.1686,11.7789,11.9063,12.2225,12.4796,12.77,11.9357,12.2255,12.5036,12.7266,12.903,10.9793,11.9839,12.0687,12.1129,12.176,12.4649,12.5433,12.6226,12.2161,11.7533,16595.869074375598,8953431.387703827,15834195.230307467,3988753.6439610096,16865528.720796738,22174408.43925478,7640186.474289554,3367479.4151253807,1555772.378054971,20043563.75348315,7548948.149587567,3232629.1430436606,1739826.9209654527,1165766.51998482
8.6,4.2,0.962,0.51226,0.008139,CO,-2.424,0.0,0.0,10.7996,12.151,12.0726,12.259,11.9015,12.0186,12.3208,12.5716,12.8548,12.0462,12.3254,12.5952,12.8138,12.9855,11.1015,12.0958,12.1762,12.2108,12.265,12.5426,12.6138,12.6885,12.4732,11.9309,15848.93192461114,8135100.497284812,14316913.724829014,3671898.150937365,15072086.331190709,20005317.81646217,6982281.774521463,3095411.2891076575,1439592.1475432452,18112915.218485873,6888740.97286656,2972550.8760031993,1606347.3422748712,1080998.2503978657
8.6,4.18,0.962,0.58121,0.008137,CO,-2.504,0.0,0.0,11.0001,12.2521,12.1816,12.3465,12.028,12.1291,12.4183,12.6588,12.9354,12.1563,12.4211,12.683,12.8944,13.0634,11.2264,12.2088,12.2807,12.3049,12.3506,12.6139,12.6788,12.7482,12.7429,12.1165,15135.612484362071,7415430.815094109,12955759.359982098,3389253.798434109,13421060.621128432,18078355.41351367,6385734.1786324065,2857931.5781804775,1337251.0083285198,16374265.172710247,6310638.750375932,2742980.7602157695,1492151.5144749633,1006649.9029843654
8.6,4.16,0.961,0.65857,0.008135,CO,-2.584,0.0,0.0,11.2006,12.3539,12.2903,12.4316,12.1581,12.2397,12.5115,12.7436,13.0128,12.2652,12.516,12.7653,12.9728,13.1373,11.3552,12.3231,12.3835,12.3953,12.4325,12.6811,12.7403,12.8051,13.025,12.3082,14454.39770745928,6755070.79327751,11727255.584143722,3135289.2175394194,11911332.705562495,16335500.2132062,5863330.211228188,2644510.797449917,1245851.9935891738,14818878.481639387,5785312.693543449,2543995.1489510452,1388885.4923388439,940875.0962336867
8.6,4.14,0.961,0.7454,0.008134,CO,-2.664,0.0,0.0,11.4011,12.4565,12.402,12.516,12.2924,12.3552,12.6089,12.8283,13.0916,12.3792,12.6129,12.851,13.0528,13.2132,11.4884,12.441,12.4893,12.4901,12.5146,12.7503,12.7995,12.8605,13.3204,12.5074,13803.842646028837,6147473.753516303,10583350.24013086,2901512.1086003976,10528030.486316286,14690589.25192156,5361559.524092038,2446651.5560071925,1158919.3919789908,13345108.685813105,5292655.367832083,2351489.5725275814,1290545.200131557,877563.9047237699
8.6,4.12,0.96,0.84296,0.008132,CO,-2.745,0.0,0.0,11.6015,12.5572,12.5122,12.5972,12.4323,12.469,12.7014,12.909,13.1649,12.4895,12.7038,12.932,13.1262,13.2837,11.626,12.5595,12.5898,12.5791,12.5925,12.813,12.8548,12.9112,13.6336,12.7169,13182.567385564074,5605705.517783228,9566581.26161864,2693754.317029292,9259781.311860085,13235270.21062446,4926117.063097715,2272509.5615341063,1083794.2089149253,12061899.65952469,4869980.384581555,2183517.3817830994,1206776.421354308,822796.3341223362
8.6,4.1,0.96,0.95458,0.00813,CO,-2.825,0.0,0.0,11.8019,12.6611,12.6269,12.6804,12.5753,12.586,12.7962,12.9934,13.2394,12.6045,12.8006,13.0154,13.2026,13.3548,11.7679,12.6825,12.6958,12.6719,12.6729,12.8752,12.9108,12.9628,13.964,12.9355,12589.254117941662,5096639.645280671,8611730.169122742,2496270.4300130513,8121091.034830283,11889031.042486234,4516462.169169911,2103581.6219718,1012419.438036841,10854988.309961384,4456776.553582429,2023067.1686619706,1125331.4718781977,771020.6269965824
8.6,4.08,0.96,1.08916,0.008129,CO,-2.905,0.0,0.0,12.0023,12.7659,12.7425,12.7639,12.7241,12.7063,12.8923,13.0768,13.3151,12.7215,12.8963,13.0988,13.2791,13.4263,11.9143,12.8071,12.8014,12.7645,12.7525,12.9372,12.966,13.0132,14.3124,13.1644,12022.644346174131,4628825.110082083,7743855.807776864,2312056.678612863,7082738.749262645,10644697.031314962,4134901.999900981,1948526.0308115107,944468.1543365655,9748464.268119365,4081762.2497516936,1873946.320429904,1049028.5523415806,722059.2582755701
8.6,4.06,0.959,1.25072,0.008127,CO,-2.985,0.0,0.0,12.2028,12.8726,12.8602,12.8489,12.8806,12.8283,12.9903,13.163,13.3907,12.8401,12.9943,13.1854,13.3566,13.499,12.0684,12.9355,12.9096,12.8593,12.8364,13.0,13.0203,13.0606,14.6866,13.4072,11481.536214968817,4197633.332443875,6951699.414413002,2139006.990702503,6135005.41659951,9518029.197121222,3779888.1467670295,1800694.0917418364,881375.6470653248,8743995.627496963,3731310.8620535373,1731134.7483551588,977239.5533368982,675626.3335416701
8.6,4.04,0.959,1.4844,0.008125,CO,-3.065,0.0,0.0,12.4032,12.9845,12.9839,12.9388,13.0475,12.9577,13.0916,13.2538,13.4708,12.9651,13.0943,13.2743,13.4378,13.5749,12.2334,13.0709,13.0201,12.957,12.921,13.065,13.075,13.112,15.084,13.6659,10964.78196143185,3788421.390014309,6206185.688960117,1969998.9021628688,5263428.5361392,8452804.27316537,3444869.137505143,1657042.7763167182,819096.0408100819,7796931.378514726,3404671.4784762934,1595822.7573904572,907266.3777844326,630318.9277831175
8.6,4.02,0.958,1.78781,0.008123,CO,-3.145,0.0,0.0,12.6037,13.0913,13.1067,13.0213,13.2176,13.0852,13.1871,13.3368,13.547,13.0883,13.1912,13.3573,13.515,13.6457,12.4017,13.2081,13.1293,13.0499,13.0012,13.1251,13.1263,13.1566,15.5333,13.9451,10471.285480508985,3435200.678519472,5545217.668694357,1826752.9483914624,4502384.322646929,7519944.679698313,3156360.22206865,1535845.5815671466,763956.5513463443,6963980.474940076,3115509.252868131,1479103.2349511147,845412.4701970309,590818.6303869315
8.6,4.0,0.958,2.14035,0.008122,CO,-3.226,0.0,0.0,12.8041,13.2186,13.2486,13.1226,13.405,13.233,13.3046,13.4376,13.6376,13.2336,13.3086,13.4586,13.6066,13.732,12.5866,13.363,13.2586,13.1636,13.0986,13.2,13.1926,13.213,15.9494,14.226,10000.0,3055899.370730269,4867046.936897928,1664434.668501225,3789566.2133801645,6564498.930191283,2833306.107074068,1400020.8025816747,702968.0645689763,6093186.637095949,2796893.8345147627,1347675.778880075,777204.9997202108,545809.5342562342
8.6,3.98,0.958,2.49699,0.00812,CO,-3.306,0.0,0.0,13.0045,13.3439,13.3886,13.2201,13.5994,13.3826,13.4189,13.5362,13.7236,13.3764,13.4231,13.5562,13.6943,13.8133,12.778,13.5216,13.3852,13.2737,13.1918,13.273,13.254,13.266,16.4275,14.5324,9549.92586021436,2724162.19006967,4280351.616836266,1522231.3607507576,3169884.304820477,5722364.182623046,2551452.0417460646,1279111.491470511,649754.8165389737,5344885.337005186,2518198.108638713,1232421.6951782254,717248.2504360294,506681.47893498064
8.6,3.96,0.957,2.85744,0.008119,CO,-3.386,0.0,0.0,13.2049,13.4733,13.537,13.3213,13.8049,13.5383,13.5387,13.6378,13.8126,13.5265,13.5417,13.6573,13.7852,13.8981,12.9799,13.6867,13.5188,13.3881,13.2887,13.3456,13.317,13.3208,16.9507,14.8585,9120.108393559096,2418688.482376016,3734448.0472564814,1387099.5812731301,2623918.7758139377,4959095.472218637,2285464.002250598,1165132.6602783473,598765.1060279824,4655918.488291549,2258171.225113047,1123120.3867315524,659806.3231594014,468729.1956644486
8.6,3.94,0.957,3.20587,0.008118,CO,-3.466,0.0,0.0,13.4051,13.6073,13.6901,13.4254,14.0204,13.6998,13.6636,13.7439,13.9042,13.6834,13.6663,13.7629,13.8784,13.9846,13.1922,13.8589,13.658,13.5079,13.3878,13.4191,13.3812,13.3762,17.5188,15.2016,8709.635899560806,2138390.0520359552,3244093.8591379,1260592.2403665003,2152074.8691136134,4274737.570787415,2037611.4578069889,1056920.6061211992,550457.0927506351,4030439.044045646,2013834.8766525988,1019279.5229021048,605680.3192313152,432941.2772420242
8.6,3.92,0.957,3.5291,0.008117,CO,-3.546,0.0,0.0,13.6053,13.744,13.8466,13.531,14.2504,13.8681,13.7892,13.8497,13.9979,13.845,13.7916,13.868,13.9732,14.0733,13.4182,14.0389,13.798,13.6281,13.4891,13.4978,13.4564,13.4491,18.1484,15.5781,8317.63771102671,1885879.4468693961,2809314.837205596,1144041.1121627805,1741664.01186672,3661815.5135150203,1815467.0710971903,959023.7603224268,505068.7218008957,3473916.3714109915,1794778.5064485034,925465.6447374362,555175.7195329465,399076.3542442159
8.6,3.9,0.957,3.82297,0.008116,CO,-3.626,0.0,0.0,13.8055,13.8864,14.0164,13.6359,14.5023,14.0496,13.9203,13.9551,14.0862,14.0197,13.9236,13.9731,14.0642,14.154,13.667,14.2343,13.9491,13.7539,13.5871,13.5583,13.4997,13.4914,18.8943,15.9894,7943.282347242814,1654477.7943056223,2403186.23682987,1038935.6448047012,1381374.3681987342,3098870.84084376,1609368.109544178,870515.2474832978,465733.512488321,2958328.34398976,1589709.886576049,840286.3653631058,510666.62990893674,370580.88256604836
8.6,3.88,0.957,4.09203,0.008115,CO,-3.706,0.0,0.0,14.0057,14.0202,14.1814,13.723,14.7789,14.2351,14.041,14.0437,14.1541,14.1944,14.0418,14.061,14.135,14.2154,13.9372,14.4375,14.0925,13.8638,13.6666,13.6211,13.6085,13.682,19.7555,16.4635,7585.775750291836,1463012.2785360229,2064878.2821551564,959081.8561560266,1070972.7523876203,2612826.0892217797,1440397.7015904293,802496.9875212283,437607.25927442097,2519262.388871881,1426083.3309105383,775129.6417268928,478546.9005235454,350291.8553879407
8.6,3.86,0.957,4.33423,0.008115,CO,-3.786,0.0,0.0,14.2058,14.1678,14.3592,13.831,15.0514,14.4299,14.1787,14.152,14.2433,14.3807,14.1803,14.169,14.2253,14.2986,14.2069,14.6491,14.2509,13.9942,13.7658,13.704,13.7443,13.8919,20.714,16.9408,7244.359600749898,1277050.2046748379,1752969.8901287396,868271.7580452225,833255.9465252702,2183687.579338169,1268827.0235660416,726312.3198148917,403092.3143931374,2122039.2033087816,1255292.411878169,701736.9502042591,440356.5978146009,324451.68927923514
8.6,3.84,0.956,4.56118,0.008115,CO,-3.866,0.0,0.0,14.4059,14.3207,14.5421,13.9453,15.3311,14.6307,14.323,14.2684,14.3427,14.5735,14.3241,14.2846,14.3263,14.3952,14.4811,14.8669,14.4167,14.13,13.8748,13.8279,13.9437,14.1605,21.6244,17.4074,6918.309709189362,1109297.338541008,1481202.568602994,781512.0435171117,644018.6166332848,1814974.400531882,1110919.0643423917,652474.300993852,367827.7729718466,1776778.960590111,1099575.1175415092,630861.9660258986,401240.2642093148,296831.5361887086
8.6,3.82,0.956,4.7725,0.008114,CO,-3.946,0.0,0.0,14.606,14.4756,14.7233,14.0687,15.6042,14.8321,14.4699,14.3898,14.4587,14.768,14.4699,14.4045,14.4408,14.5177,14.7489,15.0808,14.585,14.2694,13.9908,14.0284,14.2124,14.4251,22.4486,17.8585,6606.934480075957,962044.1711044522,1253838.202813537,697722.4814719086,500916.6451557817,1508056.2659086166,970575.8060955049,583593.5084031541,330637.0818624066,1485731.8876475627,961638.7276330974,565042.8537404931,361169.9003125774,265226.60199468577
8.6,3.8,0.956,4.97243,0.008114,CO,-4.026,0.0,0.0,14.806,14.6429,14.9201,14.2033,15.9011,15.0467,14.6312,14.5237,14.5817,14.9739,14.6304,14.5387,14.5636,14.6417,15.0405,15.3088,14.7676,14.4228,14.1195,14.1889,14.4069,14.622,23.3737,18.3315,6309.57344480193,824660.1574442366,1045975.4662044724,616371.7373733842,381070.6170972818,1237592.1484935607,836583.8208992345,515882.09207461134,295223.931398806,1229080.8286220753,829491.5097211858,499345.78306568944,322545.917464174,236601.2753495642
8.6,3.78,0.956,5.16885,0.008114,CO,-4.106,0.0,0.0,15.0061,14.8095,15.1168,14.3371,16.2004,15.2624,14.7935,14.6579,14.7057,15.1821,14.7916,14.6718,14.6858,14.7677,15.3357,15.5421,14.9503,14.5763,14.2467,14.3717,14.639,14.8401,24.3737,18.8297,6025.595860743575,707351.0663983867,872652.8232810342,544907.413695425,289258.05608830514,1014606.2785099321,720426.1381498125,455900.90296916204,263361.0586470106,1014613.0514143117,715042.6472111286,441734.5682880244,288211.66165053984,210676.9785643576
8.6,3.76,0.956,5.34485,0.008114,CO,-4.186,0.0,0.0,15.2061,14.9866,15.3265,14.4778,16.5164,15.4946,14.9706,14.8006,14.8294,15.4041,14.967,14.813,14.8115,14.8886,15.6465,15.789,15.1471,14.7438,14.3794,14.5194,14.8445,15.0835,25.4162,19.3468,5754.399373371566,600890.0498830742,719385.1988567647,478677.1721415295,216214.82239556222,819252.0663641026,611997.236809284,399751.82247445884,235002.00049456095,826990.355064513,608375.820750922,387865.7099754446,256703.35769294272,188476.44484872112
8.6,3.74,0.956,5.51389,0.008113,CO,-4.266,0.0,0.0,15.4062,15.1576,15.5275,14.6203,16.875,15.7212,15.1331,14.9432,14.9591,15.6198,15.1306,14.9562,14.9398,15.0206,15.9948,16.0389,15.3304,14.9007,14.5158,14.6991,15.0445,15.2945,27.3174,20.0428,5495.408738576249,513454.62171269936,597955.0704057118,419903.7677048399,155436.32443318443,665096.4047865313,527055.7019115009,350636.8104762806,208592.4639192276,678152.7064397,523406.3653159787,340023.1148047533,228149.01813809338,166941.43259758758
8.6,3.72,0.956,5.67507,0.008113,CO,-4.346,0.0,0.0,15.6062,15.3383,15.7476,14.7648,17.2452,15.9754,15.3101,15.0904,15.0879,15.8631,15.3061,15.1024,15.071,15.1421,16.359,16.3139,15.5357,15.0666,14.6559,14.8432,15.2325,15.501,28.7181,20.6955,5248.074602497728,434732.45868634083,488234.5992184674,367578.2209537574,110528.05255444847,526265.1364834937,447771.57027486514,306180.4853563278,185258.70080432208,542010.2496567232,445285.95797142514,297186.06489727565,202180.19174302183,149267.11400185712
8.6,3.7,0.956,5.82778,0.008113,CO,-4.427,0.0,0.0,15.8063,15.5532,16.0011,14.9415,17.6045,16.2563,15.5301,15.2753,15.2329,16.1361,15.5252,15.2869,15.2256,15.2603,16.712,16.6118,15.7797,15.2774,14.8266,14.9045,15.3537,15.6349,29.0573,21.1576,5011.872336272725,356666.2925204116,386570.36099210754,312370.32647048205,79387.57171197433,406297.92115286336,365642.3706820106,258236.428808904,162098.35742349518,421509.62821096386,363914.1981268599,250742.78278565287,175347.10663775436,133870.2689964439
8.6,3.68,0.956,5.97158,0.008113,CO,-4.507,0.0,0.0,16.0063,15.7514,16.2507,15.0965,18.0207,16.5437,15.7344,15.4322,15.3653,16.41,15.7277,15.4423,15.3608,15.3847,17.1206,16.9214,16.0183,15.4662,14.9724,15.0321,15.4536,15.7302,30.4842,21.8738,4786.300923226385,297154.3330116385,307176.89975184953,270813.1641680549,54109.37506060101,311806.09498063097,302925.9761768244,223489.69723037368,143489.00170033448,327527.2956581155,301994.4766249707,217304.36066262514,154816.98449910188,119377.95530235331
8.6,3.66,0.956,6.10606,0.008113,CO,-4.587,0.0,0.0,16.2063,15.9643,16.5163,15.2651,18.462,16.8467,15.9594,15.6062,15.503,16.7004,15.9518,15.6147,15.5029,15.5104,17.5541,17.2493,16.2728,15.6744,15.1303,15.1543,15.5495,15.823,32.1663,22.6371,4570.881896148751,244242.96720687285,240518.53665065917,231862.10346312783,36037.32264486758,235876.45940983182,246227.4775753219,190395.86279731186,126397.53780561559,250661.42213298482,245673.88854470206,185399.4499918456,135824.65296757084,106327.14091142235
8.6,3.64,0.956,6.22998,0.008113,CO,-4.667,0.0,0.0,16.4063,16.1813,16.7842,15.4431,18.925,17.1583,16.1861,15.7911,15.6554,16.9983,16.177,15.7982,15.6587,15.6527,18.0058,17.5891,16.5298,15.8877,15.3002,15.2769,15.6381,15.9119,33.9187,23.4322,4365.158322401661,199996.34892677367,187926.7282446866,196802.11956468195,23526.23972614279,177029.07504876083,199828.0802265011,160582.23832112472,109844.57530567123,190514.2648831873,199654.45253697824,156569.96029,117668.06292844798,93266.16857006324
8.6,3.62,0.956,6.34545,0.008113,CO,-4.747,0.0,0.0,16.6064,16.4046,17.065,15.6267,19.426,17.4898,16.4192,15.9812,15.8104,17.3137,16.4085,15.9879,15.8199,15.7934,18.4972,17.9504,16.7991,16.1056,15.4762,15.4045,15.7283,16.0022,36.0283,24.3265,4168.693834703355,162817.86941055965,145100.3810252216,166184.215581342,14830.388158664227,130450.15523326331,161219.10879238578,134789.94843153752,95231.05904886953,142484.45951231575,161316.57769009573,131470.53838835857,101432.84436611498,81930.22283331784
