logg,log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
7.0,4.7,0.425,3e-05,0.034109,He,0.821,0.0,0.0,2.6878,7.1424,6.9653,7.4915,6.479,6.8823,7.4275,7.8006,8.1706,6.9464,7.4335,7.8286,8.1196,8.3326,5.6921,6.8983,7.1985,7.3445,7.5326,7.9546,8.0876,8.1937,5.0374,5.6587,50118.72336272725,46688190.82238259,89985706.49492146,16876980.529116947,126641922.83879709,129142615.5782149,36034748.38685332,14273237.26050084,6128068.227818629,113060910.13364331,35506182.238564566,13651281.407371288,6901183.605715316,4470839.856554007
7.0,4.68,0.369,2e-05,0.031764,He,0.679,0.0,0.0,3.0423,7.3463,7.1684,7.6907,6.6898,7.0856,7.6276,8.0019,8.37,7.1507,7.6336,8.0284,8.319,8.5304,5.905,7.1023,7.4002,7.5457,7.7334,8.1487,8.2865,8.3895,5.2665,5.8777,47863.0092322638,44618466.99154574,86059958.06582312,16198781.550125793,120261078.78653663,123485844.88139863,34558039.23220764,13673197.420788083,5880729.337718187,108009032.67698248,34051133.800448224,13095467.849951988,6622640.510247078,4296716.635525165
7.0,4.66,0.36,2e-05,0.031496,He,0.59,0.0,0.0,3.266,7.4146,7.2389,7.7565,6.7668,7.1552,7.6942,8.0668,8.4341,7.2195,7.7002,8.0929,8.3831,8.5949,5.9811,7.1737,7.4664,7.6115,7.7979,8.2145,8.3479,8.4509,5.3573,5.9615,45708.818961487515,42614187.82985639,82027731.51546875,15506790.512823118,113942217.28139526,117797683.10066631,33057397.839393068,13099950.528165214,5638333.528868495,103109729.54477644,32572504.167850543,12551065.32059642,6349664.1137811495,4118094.273108964
7.0,4.64,0.358,3e-05,0.031446,He,0.506,0.0,0.0,3.474,7.4705,7.2951,7.8084,6.8343,7.2116,7.7486,8.1195,8.4865,7.2743,7.7532,8.1461,8.4353,8.647,6.0481,7.2312,7.5209,7.6639,7.8505,8.2777,8.3937,8.5027,5.4411,6.0383,43651.58322401656,40604503.00797102,78137710.99829483,14830025.68700987,107414930.01815198,112190667.51903583,31541957.908827048,12518999.985889869,5389776.367938166,98346663.59794948,31119394.035893377,11988934.105768695,6070867.242855768,3937642.3549168585
7.0,4.62,0.355,3e-05,0.031369,He,0.423,0.0,0.0,3.6821,7.5323,7.3593,7.867,6.9075,7.275,7.8077,8.177,8.544,7.3373,7.813,8.2043,8.4924,8.7037,6.1209,7.2969,7.5803,7.7233,7.908,8.3324,8.4484,8.5574,5.53,6.1201,41686.93834703355,38546386.429267004,74013366.13203636,14119892.00343111,100905333.37417075,106347235.2251807,30017748.845572665,11931611.682318566,5136889.428010042,93258645.37669861,29596516.88876468,11419051.850247225,5788155.734469475,3755655.424441547
7.0,4.6,0.353,4e-05,0.031273,He,0.34,0.0,0.0,3.8903,7.5922,7.4215,7.9247,6.9785,7.3354,7.8657,8.2356,8.5995,7.3963,7.8718,8.2606,8.5487,8.7575,6.1915,7.3569,7.6407,7.7816,7.9646,8.3687,8.5044,8.6093,5.6181,6.1996,39810.71705534969,36701678.76091552,70322194.51634723,13471427.98269516,95099094.18291715,101211174.00159785,28631254.562933188,11374213.32943334,4910915.667966307,88869218.60243075,28208686.364301525,10908682.550245015,5529456.761100596,3596068.851724475
7.0,4.58,0.35,5e-05,0.031161,He,0.257,0.0,0.0,4.0987,7.6646,7.4966,7.9927,7.0635,7.4096,7.9337,8.3027,8.6657,7.4696,7.9407,8.3277,8.6167,8.8237,6.2765,7.4355,7.7087,7.8487,8.0317,8.4367,8.5697,8.6737,5.7183,6.2944,38018.93963205613,34581374.14580708,66095019.05798837,12744709.79495252,88571234.38558629,95206100.94879001,27086737.27378596,10769553.211898733,4653704.395705915,83665744.23313805,26664852.103194706,10328770.332851471,5231169.393065789,3407723.2341197254
7.0,4.56,0.347,6e-05,0.031038,He,0.173,0.0,0.0,4.3072,7.742,7.5762,8.0668,7.1601,7.4895,8.0096,8.3749,8.7381,7.548,8.0165,8.4009,8.6881,8.8954,6.3711,7.5176,7.7865,7.9258,8.1049,8.5065,8.6362,8.739,5.8323,6.4012,36307.8054770101,32457686.541244473,61910462.333862945,11998453.309808193,81674787.3519738,89153848.40220428,25458453.030579433,10156708.809993388,4388075.673060115,78455427.58894429,25064237.337642826,9732041.132232506,4937124.7210570425,3215286.1547933067
7.0,4.54,0.345,8e-05,0.030906,He,0.09,0.0,0.0,4.5157,7.8307,7.667,8.1487,7.2679,7.579,8.0947,8.458,8.8184,7.637,8.1,8.4834,8.7684,8.975,6.4792,7.6103,7.8703,8.009,8.186,8.5863,8.7111,8.815,5.9588,6.5195,34673.685045253165,30167506.76635374,57430937.309100464,11221918.82631725,74588155.82942314,82802214.45372139,23740718.991828457,9488877.906207494,4110133.8521420304,72899550.5483933,23407571.107608236,9097159.156798096,4624405.994829304,3013571.413139721
7.0,4.52,0.342,0.0001,0.030768,He,0.006,0.0,0.0,4.7243,7.9273,7.7671,8.24,7.3905,7.6777,8.1883,8.5476,8.9077,7.7343,8.1933,8.5747,8.8592,9.0622,6.6006,7.7108,7.9653,8.1019,8.277,8.6598,8.7947,8.8971,6.0985,6.6552,33113.112148259075,27847517.50099187,52843669.90730404,10409603.548612813,67222852.35533622,76286733.33216716,21975609.75520814,8815803.98563843,3819645.272930957,67249942.52195542,21673218.935091015,8438647.76662075,4291637.408915129,2806005.7343657142
7.0,4.5,0.339,0.00013,0.030627,He,-0.077,0.0,0.0,4.933,8.0339,7.8782,8.3388,7.5267,7.785,8.2895,8.6472,9.0053,7.8402,8.2962,8.6748,8.9567,9.1583,6.7363,7.8217,8.0675,8.202,8.3758,8.7695,8.881,8.9851,6.2555,6.8057,31622.776601683792,25476285.213155422,48144046.26683848,9591881.53547861,59844818.33018237,69745892.34764,20204613.67907419,8117298.973515506,3523486.8009403306,61563249.36182932,19895416.47783935,7766448.671062381,3959247.388814886,2592018.9418995846
7.0,4.48,0.337,0.00016,0.030482,He,-0.161,0.0,0.0,5.1418,8.146,7.9953,8.4431,7.6723,7.9014,8.3967,8.7494,9.1039,7.9538,8.4019,8.7756,9.0567,9.2569,6.8805,7.9445,8.1747,8.307,8.4766,8.8688,8.9711,9.0716,6.4153,6.9627,30199.51720402019,23196267.150137223,43633955.796758026,8796416.934239283,52833399.10906427,63252928.10883559,18479599.322158445,7458535.164498706,3248288.903561905,55976215.61697427,18221957.710675232,7145365.946672065,3645311.440196923,2389572.273847525
7.0,4.46,0.334,0.0002,0.030335,He,-0.244,0.0,0.0,5.3506,8.2637,8.1174,8.5503,7.8317,8.0205,8.5095,8.8597,9.2095,8.0729,8.5155,8.884,9.1627,9.3583,7.0366,8.0682,8.2898,8.4203,8.5837,8.9469,9.0614,9.1606,6.6072,7.1461,28840.31503126606,21015369.03776249,39371640.076738484,8046828.119467475,46062496.419787906,57232083.1317622,16817888.524094626,6803501.119009983,2975867.342770863,50648017.74994211,16571199.787320385,6529251.459753354,3338362.993500063,2197652.844076495
7.0,4.44,0.331,0.00026,0.030186,He,-0.328,0.0,0.0,5.5596,8.3757,8.2339,8.6506,7.9816,8.1364,8.614,8.9587,9.3042,8.1851,8.6185,8.9841,9.2572,9.4512,7.1856,8.1877,8.396,8.524,8.6812,9.0493,9.1455,9.239,6.7949,7.3212,27542.28703338169,19143171.22685935,35715798.93541548,7409375.210932559,40519523.97311098,51946514.99468393,15425822.601018814,6272047.282953396,2754294.853461101,46127436.09524833,15220566.484746937,6013125.3596027065,3090369.5830795397,2037398.3616487642
7.0,4.42,0.328,0.00034,0.030033,He,-0.411,0.0,0.0,5.7687,8.4805,8.3453,8.7448,8.125,8.247,8.7126,9.0514,9.394,8.2939,8.7172,9.0768,9.349,9.5373,7.3273,8.3049,8.4983,8.6216,8.7744,9.1288,9.2218,9.3089,6.9876,7.4967,26302.679918953814,17559315.701758415,32562224.981775064,6863020.42276058,35868898.31104071,47394737.257200755,14230561.477655536,5817588.87798262,2561557.6462148884,42155381.02731875,14039916.33161233,5577427.853424513,2868825.4426740943,1901295.6554635807
7.0,4.4,0.325,0.00045,0.029875,He,-0.495,0.0,0.0,5.9782,8.5838,8.4541,8.8343,8.2655,8.3541,8.8088,9.1406,9.4787,8.3992,8.8128,9.169,9.4347,9.6217,7.4675,8.4172,8.5957,8.7159,8.8616,9.1902,9.2992,9.3868,7.1894,7.6687,25118.864315095823,16135008.236284243,29769783.544709582,6386999.696607515,31849281.699990883,43398200.73514998,13162053.147447316,5415575.704167034,2394449.8093313803,38664698.088823356,12992900.839672199,5177684.286772557,2679203.661940295,1777752.3446452909
7.0,4.38,0.322,0.0006,0.029711,He,-0.579,0.0,0.0,6.1881,8.6858,8.5599,8.9267,8.4122,8.4589,8.9067,9.2337,9.5666,8.5019,8.9097,9.2587,9.5217,9.7036,7.6092,8.522,8.6977,8.8107,8.9527,9.2775,9.3725,9.4496,7.4078,7.8545,23988.329190194898,14850821.587205552,27304672.140654333,5930866.995672259,28132020.895227794,39841255.298594326,12160317.921007352,5025576.872146856,2232682.803276729,35564434.91669445,12015100.649322966,4819886.979632952,2500270.618335458,1666834.7627052884
7.0,4.36,0.312,0.00075,0.029217,He,-0.673,0.0,0.0,6.4236,8.8053,8.6868,9.0361,8.5715,8.5849,9.0195,9.3429,9.6697,8.6256,9.0253,9.3679,9.6277,9.8048,7.7685,8.6536,8.8146,8.9253,9.059,9.381,9.4648,9.541,7.6334,8.0501,22908.676527677748,13756684.534358274,25121193.20910377,5545254.492384372,25121422.57080328,36685657.833591096,11334130.97414826,4699690.064624345,2099666.527877948,32817025.171566695,11169936.669272076,4507338.26724187,2345040.323635145,1570275.4717185763
7.0,4.34,0.299,0.00088,0.02856,He,-0.773,0.0,0.0,6.6731,8.9377,8.8247,9.1571,8.7465,8.7227,9.1475,9.4631,9.7876,8.7593,9.1515,9.4881,9.7446,9.9187,7.9405,8.7946,8.9439,9.0505,9.1781,9.483,9.5673,9.645,7.8764,8.2591,21877.616239495517,12744083.641098155,23154483.54560894,5191302.273390245,22376855.82994448,33816693.86803844,10542486.700592982,4402953.034116511,1971265.6753283632,30365053.110327967,10406999.787182434,4222746.271913645,2203662.8478264194,1479689.8058650242
7.0,4.32,0.288,0.00104,0.028033,He,-0.869,0.0,0.0,6.9135,9.0606,8.9526,9.2673,8.9113,8.8477,9.2627,9.5749,9.8938,8.8851,9.2666,9.5999,9.8527,10.0218,8.1033,8.9255,9.062,9.1646,9.2879,9.5696,9.663,9.7363,8.1117,8.4608,20892.96130854041,11812066.010164902,21362513.529568836,4868257.81163801,19955210.619878173,31283000.25026873,9841024.521903982,4122885.796613551,1855420.7619035395,28069281.580958515,9715447.243921936,3954141.7980782436,2070534.1697112813,1396715.439609165
7.0,4.3,0.278,0.00122,0.027588,He,-0.963,0.0,0.0,7.1482,9.1764,9.0745,9.372,9.0733,8.9705,9.3728,9.6784,9.9938,9.0042,9.3778,9.7036,9.9534,10.1208,8.2617,9.0529,9.1756,9.273,9.3914,9.6551,9.7476,9.817,8.344,8.6587,19952.62314968879,10962373.243408434,19714740.738403473,4564490.303273173,17748229.47910653,28846100.851759326,9181191.23484168,3869902.510043423,1747194.007120173,25971080.396087848,9054855.357108051,3710829.1436692122,1948503.1912067807,1316456.9249694035
7.0,4.28,0.271,0.00092,0.02723,He,-1.055,0.0,0.0,7.3765,9.2828,9.1887,9.4666,9.224,9.085,9.4724,9.7721,10.0839,9.1154,9.4774,9.7966,10.0436,10.2092,8.4116,9.1749,9.2766,9.3722,9.4836,9.7372,9.8263,9.8937,8.5567,8.8421,19054.607179632483,10202103.771136785,18216134.4113758,4294350.03123067,15856969.371345628,26646015.09064083,8598133.527508378,3643889.3137408406,1650616.8847515373,24063299.063667297,8479820.69442562,3496359.7395082675,1840629.0554997833,1245637.8760394792
7.0,4.26,0.27,0.00118,0.027204,He,-1.136,0.0,0.0,7.5808,9.3667,9.2782,9.5409,9.3596,9.1712,9.5527,9.847,10.1533,9.2014,9.5557,9.8715,10.1135,10.2737,8.5435,9.2641,9.3589,9.4499,9.5555,9.8074,9.8818,9.9452,8.7733,9.0223,18197.008586099826,9461488.960868767,16806836.39488271,4017974.6379733304,14021999.189068226,24659372.432630155,8000441.1633424265,3407492.6424398227,1551372.3032201235,22273318.06769504,7904900.714025277,3269534.023103032,1729163.3567658681,1176038.543809939
7.0,4.24,0.269,0.00155,0.027171,He,-1.218,0.0,0.0,7.7851,9.4501,9.3675,9.6111,9.4914,9.261,9.6276,9.9156,10.2181,9.287,9.6316,9.9416,10.1806,10.3376,8.6734,9.3589,9.4366,9.5241,9.6236,9.869,9.9332,9.9936,8.9773,9.1899,17378.00828749376,8783220.27150295,15517446.613385627,3775560.888368132,12449279.719158323,22757068.002601687,7485282.974459752,3206632.6790808835,1465042.8292793203,20634749.752601646,7389085.756951568,3072558.4155834815,1629484.790384604,1111516.3184890265
7.0,4.22,0.268,0.0021,0.027133,He,-1.3,0.0,0.0,7.9894,9.5322,9.4567,9.6825,9.6272,9.3511,9.7051,9.9879,10.2865,9.3744,9.7081,10.0119,10.2479,10.4013,8.8081,9.4564,9.5161,9.6001,9.6936,9.9151,9.9866,10.0449,9.1864,9.3647,16595.869074375598,8166376.332142571,14333619.621011471,3545170.230523416,11016403.647878999,21003512.15978724,6989141.584140314,3008464.0725962664,1379449.9138048796,19092149.289056838,6905677.970864897,2887990.5228796806,1535839.8304685128,1051117.9638895956
7.0,4.2,0.267,0.00306,0.027091,He,-1.381,0.0,0.0,8.1937,9.6125,9.5459,9.7442,9.7575,9.4405,9.7778,10.0544,10.3188,9.4603,9.7818,10.0784,10.2922,10.3982,8.9373,9.5525,9.5938,9.6712,9.755,9.9514,10.0276,10.078,9.401,9.5359,15848.93192461114,7607727.473748346,13244068.925597085,3359716.6441573,9800887.348723397,19403384.045867138,6556761.633365152,2838509.725376422,1343171.5782253672,17694584.892017715,6472497.320693677,2724841.9752323967,1479011.2705643799,1057394.4229193327
7.0,4.18,0.266,0.00532,0.027051,He,-1.463,0.0,0.0,8.3976,9.6988,9.6361,9.8155,9.8983,9.5324,9.8574,10.1251,10.3841,9.5491,9.8605,10.1507,10.359,10.4586,9.0746,9.6501,9.675,9.748,9.8251,10.0068,10.0784,10.1264,9.6261,9.7202,15135.612484362071,7047228.779465892,12224324.10924485,3155484.670204919,8634333.539894255,17881374.683116518,6111288.9641548535,2667434.7848969907,1268512.9851462734,16353239.698373744,6037752.453834165,2556847.02165782,1394873.768781567,1003137.4385551364
7.0,4.16,0.265,0.01179,0.02702,He,-1.544,0.0,0.0,8.6009,9.782,9.728,9.8878,10.0428,9.6247,9.9379,10.1992,10.4488,9.6381,9.9393,10.2208,10.4241,10.5168,9.2151,9.7473,9.7578,9.8266,9.8954,10.0637,10.1305,10.1751,9.8601,9.9101,14454.39770745928,6542358.373493293,11257988.882646618,2958980.029514128,7575735.1053776955,16461782.633187257,5687596.504807435,2497179.5500563174,1197873.2775038313,15100793.262801597,5627963.3749439325,2402485.106184951,1316712.22160861,952963.789295173
7.0,4.14,0.264,0.02462,0.02699,He,-1.626,0.0,0.0,8.8038,9.867,9.8219,9.9567,10.1807,9.7211,10.0133,10.2646,10.5133,9.7294,10.0137,10.291,10.4907,10.5782,9.3544,9.8547,9.8337,9.9003,9.9616,10.1157,10.1777,10.2201,10.0795,10.0846,13803.842646028837,6063163.089535953,10348221.968243305,2783216.268728839,6686975.0207856195,15096691.594694154,5317820.806574794,2356430.796767551,1131294.815688943,13913765.583189225,5266913.462405918,2257073.097067361,1241125.7522358769,902570.8826996691
7.0,4.12,0.264,0.04169,0.026958,He,-1.706,0.0,0.0,9.0062,9.9571,9.9182,10.0334,10.3393,9.8171,10.0974,10.3441,10.5811,9.8242,10.0997,10.3669,10.5597,10.641,9.5074,9.9545,9.923,9.9827,10.0373,10.1744,10.2322,10.27,10.3367,10.2919,13182.567385564074,5593577.779542128,9492402.97734503,2599545.2735560313,5791887.692011728,13851991.431743221,4933147.830702067,2195255.738844647,1065335.0802637634,12780713.905134633,4877380.234121195,2109677.423919759,1167471.3134338397,853869.9897750476
7.0,4.1,0.263,0.0659,0.026927,He,-1.787,0.0,0.0,9.208,10.0513,10.0212,10.1113,10.4914,9.925,10.1828,10.4187,10.652,9.9265,10.1832,10.443,10.6333,10.7099,9.6573,10.0731,10.0102,10.0656,10.111,10.2308,10.2826,10.3179,10.5878,10.4791,12589.254117941662,5140543.974570038,8653176.539293265,2425139.820572173,5046375.106711237,12570472.766770083,4570498.043229213,2054208.4834271718,1000289.3048823455,11658280.776164673,4526744.798173986,1971403.1796920337,1093466.8349754224,803213.7738327322
7.0,4.08,0.262,0.10037,0.026881,He,-1.869,0.0,0.0,9.4113,10.153,10.1353,10.1898,10.643,10.0444,10.2748,10.4978,10.7247,10.0402,10.276,10.5207,10.7049,10.7796,9.8086,10.2026,10.1097,10.1532,10.186,10.2877,10.334,10.3669,10.868,10.6788,12022.644346174131,4696930.9713507155,7816649.941643503,2263715.693709493,4403769.996937716,11299954.908045975,4213554.6032076785,1916415.2466800485,938708.4435257739,10535122.977504298,4170144.5589823984,1841537.4348752643,1027189.8380778787,755851.0944685962
7.0,4.06,0.261,0.14299,0.026815,He,-1.951,0.0,0.0,9.6166,10.2514,10.2421,10.2712,10.809,10.152,10.3677,10.5818,10.7962,10.1487,10.3687,10.603,10.779,10.8464,9.9665,10.3114,10.2124,10.2455,10.2668,10.3511,10.3886,10.4169,11.2137,10.917,11481.536214968817,4311113.102303269,7119277.184256778,2110557.1708885124,3798042.9131024596,10284233.997433316,3887083.459248458,1782480.783468068,883214.0384449213,9580206.02222137,3847745.591729154,1715520.0206973967,964152.9922884209,714252.0333391577
7.0,4.04,0.26,0.19284,0.026734,He,-2.033,0.0,0.0,9.8234,10.3367,10.3391,10.3328,10.915,10.2601,10.4427,10.6406,10.8501,10.2525,10.4437,10.6633,10.8326,10.8996,10.0711,10.4215,10.3012,10.3153,10.3232,10.3925,10.4241,10.4539,11.785,11.116,10964.78196143185,4009563.8329537082,6550336.598222954,2006249.0126159922,3465672.997389381,9366118.857882027,3649653.048969493,1698762.1333412637,845539.0674012951,8759565.488184907,3612718.012807576,1632689.1473159764,923280.5114758232,684225.4132834154
7.0,4.02,0.258,0.25148,0.026633,He,-2.117,0.0,0.0,10.0316,10.4392,10.4526,10.4057,11.0325,10.3851,10.5354,10.7153,10.918,10.3738,10.5365,10.7382,10.8997,10.9668,10.1883,10.5504,10.409,10.403,10.3927,10.4443,10.4662,10.4943,12.5958,11.334,10471.285480508985,3676079.0443909224,5944992.713454948,1890220.8323635838,3133828.976189496,8410994.984889986,3376441.968777659,1597865.7247148454,800315.7943792897,7893148.490909685,3341964.04927883,1535434.2192090473,874543.422688086,648047.6048656167
7.0,4.0,0.255,0.32048,0.026516,He,-2.2,0.0,0.0,10.241,10.5726,10.6016,10.5116,11.1906,10.5446,10.6606,10.8196,11.0106,10.5316,10.6616,10.8416,10.9926,11.0606,10.3446,10.7106,10.5526,10.5246,10.4896,10.5246,10.5226,10.5496,13.3526,11.5946,10000.0,3279812.3635697663,5228480.397803877,1729723.5676061031,2733124.7144610416,7326077.886333045,3035312.758062054,1464348.472166205,741387.9880787794,6885800.416002782,3004594.937771327,1408300.627166955,809926.3628543746,599668.2665706703
7.0,3.98,0.253,0.39969,0.026402,He,-2.284,0.0,0.0,10.45,10.7328,10.7802,10.6334,11.3274,10.7404,10.8136,10.9428,11.1208,10.7248,10.813,10.9638,11.1006,11.176,10.487,10.911,10.7274,10.6688,10.604,10.6112,10.578,10.6032,14.3844,11.8566,9549.92586021436,2854377.2145847054,4473813.249626331,1559549.1631954666,2430422.7209552154,6170124.094976623,2659168.2368577314,1318580.9761838897,675628.4245219046,5813220.519212797,2636138.952461993,1269280.8855541314,739584.6734194482,543867.9097520434
7.0,3.96,0.251,0.4989,0.026268,He,-2.368,0.0,0.0,10.6604,10.9014,10.9641,10.7699,11.5106,10.9344,10.9743,11.0809,11.2432,10.9164,10.9748,11.1024,11.2242,11.2983,10.6712,11.1074,10.9081,10.8247,10.7353,10.7089,10.6484,10.6709,15.1649,12.157,9120.108393559096,2468828.965549809,3815377.2833354333,1389372.530787923,2074060.6635244696,5213309.840789145,2316783.506891851,1172968.755403721,609772.1019258007,4922621.407709729,2294393.674453436,1128593.067262584,666756.933903569,490900.04597902315
7.0,3.94,0.248,0.62285,0.026129,He,-2.452,0.0,0.0,10.871,11.0751,11.1563,10.911,11.7034,11.1393,11.1434,11.2252,11.3723,11.118,11.1441,11.2449,11.3533,11.4254,10.8622,11.3128,11.0979,10.9876,10.8701,10.8127,10.7218,10.7395,15.8628,12.4717,8709.635899560806,2126275.042363428,3230471.597658339,1233068.3361412135,1755132.4356325478,4362766.54763622,2003797.7761145546,1037946.2910686902,547187.273852716,4132043.39173991,1984067.1844188925,1000335.809260417,598323.3864468903,441328.02862776467
7.0,3.92,0.246,0.78175,0.025986,He,-2.537,0.0,0.0,11.0817,11.2606,11.3599,11.0597,11.8823,11.3591,11.321,11.3757,11.5048,11.3351,11.3223,11.3954,11.4871,11.5581,11.0447,11.5365,11.2969,11.1583,11.0118,10.9195,10.7962,10.8068,16.6342,12.7985,8317.63771102671,1812116.6515363334,2707650.6941174394,1087110.9124219152,1504931.0467212948,3602538.941230342,1720206.5611496277,913569.4976736848,489669.09838655154,3420515.659772812,1702327.377359389,880465.8686434433,534789.2734596697,394864.6174815575
7.0,3.9,0.243,0.99477,0.025842,He,-2.621,0.0,0.0,11.2925,11.4402,11.5584,11.2075,12.0994,11.5698,11.4943,11.5263,11.637,11.5437,11.4951,11.5455,11.6203,11.6856,11.2603,11.7525,11.4905,11.3257,11.1544,11.0255,10.8732,10.8791,17.3713,13.1475,7943.282347242814,1553004.7177882444,2280443.2051792284,959357.508940328,1245957.4915653572,3000235.2402735013,1482815.8640973195,804133.6105946191,438378.57615006086,2854159.2876890255,1468079.9506025552,775352.4242167975,478331.8633987278,355038.0043233515
7.0,3.88,0.241,1.26768,0.025702,He,-2.705,0.0,0.0,11.503,11.6222,11.7634,11.3555,12.3118,11.7899,11.6706,11.6761,11.7699,11.7586,11.6712,11.6938,11.7566,11.8143,11.4741,11.9789,11.6864,11.494,11.2962,11.1311,10.9513,10.9493,18.335,13.5257,7585.775750291836,1327673.1756286786,1908699.9684355366,846250.3960318523,1035765.954006597,2476473.6630956116,1274340.9220199373,708152.2194173683,392109.82777919184,2367209.0515135285,1261909.2196966195,683750.3393400729,426508.52629588486,318796.28329321614
7.0,3.86,0.239,1.48492,0.025586,He,-2.789,0.0,0.0,11.7117,11.8035,11.9649,11.5039,12.5523,12.0052,11.8454,11.8259,11.9026,11.9701,11.8444,11.8439,11.8897,11.9395,11.7113,12.2014,11.8787,11.6632,11.4378,11.2361,11.0287,11.0185,19.2634,13.9224,7244.359600749898,1133705.4339183231,1599803.762044285,744848.4739866422,837511.3067543951,2049475.6419821659,1094698.8880075167,622494.7141451958,350152.13192908815,1965919.1817721517,1085618.3131966067,600878.4134672472,380729.70728956716,286656.831979695
7.0,3.84,0.237,1.77572,0.025484,He,-2.873,0.0,0.0,11.9225,11.9866,12.1722,11.6515,12.798,12.2297,12.0203,11.9765,12.0342,12.1871,12.0207,11.9938,12.0239,12.0656,11.957,12.4343,12.0762,11.831,11.5805,11.3397,11.1068,11.0875,20.5428,14.3806,6918.309709189362,965450.0881233294,1332343.8205839752,655386.5593237639,673256.0692821171,1680011.9054430556,939299.8980749801,546217.0674924463,312670.1148823121,1622688.8741204278,930308.0074249654,527589.5690752806,339161.35621187196,257271.6282818889
7.0,3.82,0.235,2.09025,0.025387,He,-2.957,0.0,0.0,12.1325,12.1711,12.3827,11.8023,13.0627,12.4568,12.2002,12.1301,12.1675,12.4082,12.1998,12.1449,12.1596,12.192,12.2191,12.6723,12.2749,12.0034,11.7252,11.4447,11.1854,11.1569,21.8694,14.8981,6606.934480075957,820809.2713435326,1105932.8003623355,574764.5278840243,531633.9461963294,1373361.239707737,801967.3768089615,477790.7010467688,278662.67386374285,1333852.1257177843,794875.636689003,462560.5890191459,301605.17572077457,230751.38796447738
7.0,3.8,0.233,2.42455,0.025287,He,-3.041,0.0,0.0,12.3423,12.3609,12.6002,11.9563,13.3479,12.6912,12.3839,12.2859,12.3037,12.6353,12.3821,12.3001,12.2987,12.3203,12.5019,12.919,12.4806,12.1786,11.8715,11.5511,11.2674,11.227,23.0601,15.4999,6309.57344480193,694624.9879023524,912340.360336156,502710.67362419,412060.37449035095,1115457.2616049813,682503.4498047427,417201.48154451716,247757.57918291306,1090676.1944859775,677340.9534868477,404125.98510969896,267440.35429761047,206658.11841371414
7.0,3.78,0.231,2.75717,0.025182,He,-3.125,0.0,0.0,12.5523,12.5548,12.8231,12.1131,13.6565,12.9333,12.5742,12.4469,12.4428,12.8711,12.5704,12.46,12.4407,12.4506,12.805,13.1732,12.6903,12.3591,12.0247,11.6733,11.3526,11.3026,24.0544,16.2498,6025.595860743575,585874.4787685724,749222.9388482976,438745.1050957025,312705.1478672538,899968.0941240826,577562.5548604875,362710.40971622977,219786.55754561885,885095.2541542142,574250.6728077721,351698.8548170084,236614.3701638778,184819.01393293543
7.0,3.76,0.229,3.06224,0.025066,He,-3.209,0.0,0.0,12.763,12.7521,13.0536,12.2757,13.9968,13.1803,12.7672,12.6126,12.589,13.1094,12.7642,12.6247,12.588,12.5881,13.1389,13.4371,12.9059,12.5463,12.1808,11.7815,11.4418,11.378,24.9624,17.2621,5754.399373371566,493054.5247614219,611535.1634658353,381226.1233084722,230688.21008010223,723498.2442439253,487988.2863752727,314260.9278714498,193879.32336016628,717266.2242948645,484832.6750762975,305001.0417552778,208512.2071302123,164345.1973880902
7.0,3.74,0.226,3.32958,0.024925,He,-3.294,0.0,0.0,12.9758,12.9672,13.3048,12.4535,14.3775,13.4512,12.9801,12.7936,12.7462,13.373,12.9761,12.8076,12.7502,12.738,13.5091,13.7266,13.1415,12.748,12.3534,11.9055,11.5341,11.4602,25.8742,18.2784,5495.408738576249,409029.55093279143,490728.3753224194,327312.347931382,164302.8648530866,570134.3639748734,405647.80850536824,269023.4421294521,169648.97188734883,569036.490625729,403396.0282436927,260639.99546964295,181614.79384648227,144776.0602235056
7.0,3.72,0.223,3.5566,0.024737,He,-3.381,0.0,0.0,13.1925,13.1888,13.5612,12.6395,14.8411,13.7304,13.1978,12.9815,12.9114,13.6413,13.1938,12.9935,12.9184,12.8923,13.9549,14.0247,13.382,12.9587,12.5305,12.0341,11.6361,11.5603,26.8363,19.6418,5248.074602497728,338603.12443370325,393420.91733812744,279987.51453453867,108838.21533849239,447582.90845251194,337012.0347722363,229724.0165482157,147927.0198127281,451228.3658332936,335141.2566441793,222975.59692907333,157923.76813041026,127512.57906931337
7.0,3.7,0.219,3.73545,0.024468,He,-3.47,0.0,0.0,13.416,13.416,13.8337,12.826,15.4727,14.0256,13.4221,13.1738,13.0819,13.9223,13.4162,13.1858,13.0917,13.0543,14.5533,14.3529,13.6281,13.1708,12.7132,12.1725,11.7764,11.7232,27.8619,20.843,5011.872336272725,280742.44358194934,312863.25631516834,241010.3979356164,62178.254530972874,348570.48326726444,280170.5768995572,196690.55938683462,129224.42916007743,356035.66753020097,279103.32365187444,190912.5373506075,137601.95757956378,112266.4899146652
