logg,log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
8.2,4.54,0.757,0.00612,0.01149,CO,-0.771,0.30241,3.569,6.6668,9.9744,9.8129,10.2873,9.3982,9.732,10.2336,10.5926,10.9559,9.7854,10.238,10.6186,10.9055,11.1147,8.6124,9.7675,10.0052,10.1463,10.3226,10.7263,10.8518,10.957,8.069,8.6413,34673.685045253165,30304349.21366818,57574668.6805682,11325898.520855485,75856956.23628144,82468385.9635652,23954075.312200356,9612146.951855507,4152422.242239875,72913911.01527381,23637519.194317415,9210248.246211288,4673707.173985273,3038414.5747362776
8.2,4.52,0.755,0.00781,0.011469,CO,-0.852,0.30586,3.555,6.8704,10.0616,9.9038,10.3684,9.5089,9.8212,10.3168,10.6734,11.0349,9.8737,10.3214,10.6994,10.9849,11.1933,8.7218,9.8607,10.0885,10.229,10.4023,10.8041,10.9233,11.0272,8.1959,8.7626,33113.112148259075,28068158.08341939,53144753.78556921,10549250.812333789,68755012.36802568,76242380.32250282,22268366.607676145,8955490.007455505,3875167.333914776,67465127.55310726,21970039.938645452,8581047.14256457,4360039.768676369,2836586.1791671827
8.2,4.5,0.752,0.0103,0.011449,CO,-0.934,0.30925,3.541,7.0739,10.1581,10.0034,10.4569,9.6325,9.92,10.4077,10.7617,11.1212,9.9695,10.4127,10.7877,11.0712,11.2788,8.8442,9.9635,10.1807,10.3195,10.4893,10.8886,11.0017,11.1061,8.3342,8.8988,31622.776601683792,25770919.15910666,48655999.02376144,9757478.717631616,61571588.65093049,69854186.83674143,20551539.367207125,8284863.326806015,3591587.532232807,61983392.2145456,20268744.17230036,7938460.398910783,4040977.6208032127,2630946.2602318805
8.2,4.48,0.75,0.01387,0.01143,CO,-1.015,0.31253,3.528,7.2773,10.2583,10.1093,10.5487,9.7615,10.0257,10.5025,10.8514,11.2096,10.0734,10.5066,10.8774,11.1594,11.3656,8.9726,10.0758,10.2739,10.4127,10.5783,10.9656,11.0823,11.1837,8.4747,9.0377,30199.51720402019,23577217.970723916,44281165.58720492,8996224.043663992,54855857.61778977,63585060.87434897,18895874.995913938,7653286.974399896,3321766.532996554,56514252.86630982,18651316.468633726,7333291.228981048,3738084.334725793,2436882.7135268757
8.2,4.46,0.748,0.01866,0.011411,CO,-1.096,0.31572,3.515,7.4806,10.3689,10.2256,10.6506,9.9119,10.1384,10.6072,10.9525,11.3073,10.1832,10.611,10.9786,11.2583,11.4618,9.1217,10.194,10.3814,10.5171,10.6795,11.0507,11.1665,11.2661,8.6535,9.2084,28840.31503126606,21364739.832829442,39915731.636126146,8217605.960068977,47919034.523422875,57506924.43780403,17215992.20278284,6996052.3149144715,3046029.852386406,51248722.09028782,16997871.47652696,6702919.175306208,3424003.069226192,2237688.7438782603
8.2,4.44,0.746,0.02476,0.011392,CO,-1.178,0.31881,3.503,7.6838,10.4733,10.3355,10.7427,10.0523,10.2488,10.704,11.0436,11.3956,10.2907,10.7082,11.0697,11.3466,11.5474,9.2618,10.3103,10.4794,10.6122,10.7692,11.132,11.2432,11.3383,8.8242,9.3707,27542.28703338169,19470856.98038896,36193580.81885434,7574479.087120839,42246965.243733704,52120383.14390229,15800088.350784836,6454468.810467295,2817485.0055732885,46572601.58727824,15594160.482061237,6184027.907262154,3167098.739700049,2074947.6083933923
8.2,4.42,0.743,0.0322,0.011374,CO,-1.259,0.32178,3.49,7.8869,10.5727,10.4419,10.8297,10.189,10.3554,10.7967,11.1297,11.4774,10.3929,10.7995,11.1559,11.4295,11.6282,9.3968,10.4232,10.5729,10.703,10.854,11.2152,11.3125,11.4031,9.0013,9.5333,26302.679918953814,17823729.048232507,32918880.47123313,7013362.318002486,37367067.984871686,47395935.9996876,14553016.448242527,5981278.318211303,2621290.28661621,42523010.477742076,14381874.81095642,5730136.209043087,2943575.016485208,1932238.0949738778
8.2,4.4,0.741,0.04115,0.011357,CO,-1.34,0.32464,3.479,8.0899,10.6662,10.5402,10.9098,10.3179,10.4541,10.8813,11.2094,11.5537,10.49,10.8855,11.2346,11.5056,11.7026,9.5247,10.5282,10.6608,10.7868,10.9315,11.2727,11.3771,11.4702,9.1839,9.6926,25118.864315095823,16402036.264441261,30159508.053026814,6534095.4126454815,33283440.929188844,43407052.899179704,13502438.767371986,5574593.544602845,2450723.4955434063,39001669.67363915,13326456.938903322,5345448.40231394,2752544.2185455393,1809671.8732458695
8.2,4.38,0.739,0.05179,0.011341,CO,-1.421,0.32739,3.468,8.2928,10.7599,10.6398,10.9941,10.4566,10.5512,10.9712,11.2943,11.6331,10.5844,10.9742,11.3193,11.5861,11.7789,9.6626,10.6277,10.7546,10.8752,11.0143,11.3476,11.4426,11.5334,9.3939,9.8703,23988.329190194898,15088369.7595785,27593627.925825804,6063034.263842891,29374654.6296462,39805662.030366,12464554.680837521,5169847.806564572,2284330.1145497947,35854836.82657763,12315704.244913826,4958253.104762419,2563060.4852803675,1691626.1385383296
8.2,4.36,0.738,0.06431,0.011325,CO,-1.502,0.33002,3.457,8.4955,10.8475,10.7339,11.0696,10.5838,10.6445,11.052,11.3698,11.7043,10.6754,11.055,11.3948,11.6584,11.848,9.7876,10.7278,10.8376,10.9551,11.0886,11.4055,11.5021,11.5883,9.5832,10.0307,22908.676527677748,13958173.682295974,25374359.200053126,5671739.844175643,26201071.28058863,36631198.72568743,11603340.76341592,4836197.606152297,2145384.529928218,33065418.963171557,11464774.855926232,4638258.744387255,2404723.428858735,1591807.9399606842
8.2,4.34,0.736,0.07884,0.01131,CO,-1.583,0.33253,3.447,8.6981,10.9343,10.8259,11.144,10.71,10.7366,11.1316,11.4429,11.7745,10.7654,11.1347,11.4689,11.7285,11.9161,9.9127,10.8262,10.9201,11.0334,11.1608,11.4743,11.5586,11.6422,9.7754,10.1909,21877.616239495517,12919919.55289349,23374713.417908464,5310158.858226554,23387847.86570838,33741341.26040976,10811706.763100877,4533308.23548263,2016398.4558207376,30515833.83621161,10681610.609796336,4343763.618525329,2260353.405160665,1499000.846702619
8.2,4.32,0.734,0.09547,0.011295,CO,-1.664,0.33493,3.437,8.9006,11.0189,10.9175,11.2177,10.8376,10.8281,11.2104,11.5159,11.8434,10.8541,11.2133,11.5409,11.7984,11.9829,10.0385,10.9225,11.0008,11.1104,11.2317,11.5244,11.615,11.6952,9.9709,10.3523,20892.96130854041,11983192.85532674,21540661.412736405,4974853.00521952,20849853.10217433,31096755.69229911,10081542.784016488,4249795.072203264,1897444.5603790246,28196680.3348757,9962067.530275306,4075856.8530005417,2125049.6700406023,1413300.8413442913
8.2,4.3,0.732,0.11441,0.011281,CO,-1.745,0.33723,3.428,9.103,11.1033,11.0075,11.2898,10.9638,10.9187,11.287,11.5867,11.9105,10.9405,11.29,11.6117,11.8667,12.0474,10.1636,11.019,11.0802,11.186,11.3016,11.5939,11.6678,11.7467,10.1655,10.5135,19952.62314968879,11114497.203082094,19876334.93366559,4666782.116993646,18608024.601363603,28678230.678140655,9418121.082591018,3991400.0705587766,1788159.9663134313,26104492.401334807,9305650.84481501,3828037.600462367,2000443.8123026253,1335094.1395617928
8.2,4.28,0.731,0.1359,0.011268,CO,-1.826,0.33943,3.419,9.3053,11.1843,11.0963,11.3571,11.083,11.0102,11.3598,11.6531,11.9728,11.0274,11.363,11.6772,11.929,12.1099,10.2826,11.1194,11.1535,11.2574,11.3652,11.6387,11.7189,11.7969,10.3484,10.6644,19054.607179632483,10339304.902667401,18357681.393723678,4396418.70363649,16711744.736007027,26421281.34061794,8827663.934689807,3763282.1669622874,1692341.0516947561,24152204.354657184,8720638.326816153,3612249.3097499628,1893249.6247235008,1263320.1155980404
8.2,4.26,0.729,0.16005,0.011255,CO,-1.907,0.34153,3.411,9.5075,11.2688,11.1869,11.4319,11.2204,11.0982,11.4403,11.7276,12.0436,11.115,11.4431,11.7528,12.0004,12.1765,10.4175,11.2117,11.2373,11.336,11.4388,11.7065,11.7759,11.8479,10.5671,10.8426,18197.008586099826,9587249.301480634,16927019.953669943,4113217.9725285196,14759256.19255236,24420612.56289306,8215773.720066049,3521838.6920172395,1589170.7662778157,22331580.067723744,8119157.257697239,3377072.580955724,1776849.1438591122,1190902.177474365
8.2,4.24,0.728,0.18702,0.011243,CO,-1.988,0.34354,3.402,9.7096,11.3503,11.2755,11.4996,11.3465,11.1886,11.5136,11.7941,12.1057,11.2015,11.5156,11.8188,12.0639,12.2384,10.5421,11.3103,11.3122,11.4072,11.5036,11.7641,11.8262,11.8957,10.7658,11.0028,17378.00828749376,8912932.099927125,15633891.136174854,3872828.825589396,13168946.96600829,22517653.4434871,7695822.576648906,3319678.5920713493,1504032.236313482,20665505.352465738,7610926.54651456,3184688.5910442527,1679488.8877903929,1127308.2016208922
8.2,4.22,0.727,0.21709,0.011231,CO,-2.069,0.34545,3.395,9.9115,11.4322,11.3654,11.5691,11.4762,11.2808,11.5881,11.8618,12.1701,11.289,11.5903,11.8858,12.1288,12.3002,10.671,11.4093,11.3886,11.4802,11.5698,11.8155,11.8767,11.9447,10.9726,11.1688,16595.869074375598,8283009.602787942,14422304.157919535,3640456.692282628,11711124.973718699,20728634.68339573,7200830.920081271,3125673.455968286,1420445.945723256,19106168.20320727,7120083.673633676,3000506.271847506,1585421.3472488776,1067210.8538983003
8.2,4.2,0.725,0.25058,0.01122,CO,-2.149,0.34727,3.387,10.1134,11.5138,11.4543,11.6307,11.5964,11.3743,11.6623,11.926,12.2136,11.3778,11.6632,11.9499,12.1816,12.3068,10.7906,11.5113,11.4646,11.5518,11.6314,11.8347,11.9179,11.9698,11.1884,11.3272,15848.93192461114,7698379.308497109,13314528.480648942,3446410.5383931743,10504363.843701161,19055565.35834097,6738352.933274308,2951989.0709089614,1367337.9012836723,17640250.069676735,6670774.163810656,2834038.067769484,1513128.6074856825,1062824.0522817352
8.2,4.18,0.724,0.28782,0.01121,CO,-2.23,0.34901,3.38,10.3152,11.5985,11.5473,11.7015,11.7313,11.4686,11.7405,11.9957,12.2777,11.4688,11.7422,12.0208,12.2464,12.3684,10.9243,11.6118,11.5462,11.6278,11.6994,11.889,11.9669,12.0153,11.4181,11.5049,15135.612484362071,7133354.283966972,12243350.417610075,3234606.822608415,9293605.74504401,17501542.50196893,6281281.294493681,2773379.0713242483,1291250.0187675846,16250967.661449106,6213706.36960089,2659623.5400602696,1428006.9819800716,1005995.0941032445
8.2,4.16,0.723,0.32932,0.0112,CO,-2.311,0.35066,3.374,10.517,11.6854,11.6417,11.7743,11.8708,11.5641,11.8209,12.0682,12.3428,11.562,11.8219,12.0931,12.3128,12.4295,11.0616,11.7134,11.6314,11.7068,11.7692,11.944,12.0166,12.0613,11.6638,11.6901,14454.39770745928,6596430.2407452315,11243860.777283112,3030237.567666264,8187652.925953413,16056523.041299203,5843370.486330109,2598869.1496292977,1218275.5286829884,14940819.048104065,5784234.700729608,2492730.617534636,1345691.5045930967,952644.8909393908
8.2,4.14,0.722,0.37565,0.011191,CO,-2.391,0.35223,3.367,10.7186,11.7683,11.7345,11.8344,11.977,11.6667,11.894,12.1276,12.396,11.6595,11.8951,12.1518,12.3666,12.4838,11.1672,11.8224,11.7114,11.7759,11.8248,11.9874,12.0536,12.0961,11.9338,11.8578,13803.842646028837,6121350.225919304,10339361.340769708,2871672.650080715,7436655.758345765,14632204.44929737,5471692.421621319,2464465.073155714,1161886.6843250743,13679576.73104231,5415819.235415439,2365340.1402260326,1282696.0712867375,907630.9494235
8.2,4.12,0.721,0.42739,0.011182,CO,-2.472,0.35373,3.361,10.9202,11.8539,11.8279,11.9043,12.1146,11.7602,11.9739,12.1991,12.4586,11.752,11.9749,12.2233,12.4308,12.5412,11.3019,11.9195,11.7982,11.8536,11.894,12.0399,12.1017,12.1415,12.2538,12.06,13182.567385564074,5666384.535065667,9502382.956499608,2696955.2949471953,6562004.05106172,13446478.950751586,5091672.856826717,2311114.611326743,1098556.985917059,12582631.42938038,5040144.363962267,2218157.692060201,1210995.6418322937,862279.601141359
8.2,4.1,0.72,0.48519,0.011173,CO,-2.553,0.35517,3.355,11.1217,11.9187,11.902,11.9489,12.1878,11.8429,12.0318,12.2423,12.4972,11.8317,12.0321,12.2653,12.4692,12.5795,11.3751,12.0044,11.8677,11.9082,11.9345,12.0715,12.1273,12.1665,12.7609,12.2296,12589.254117941662,5346695.137298164,8889798.297741877,2592585.727805646,6144066.002893021,12480384.190085445,4835037.764164909,2224543.289844976,1061895.9599362195,11710915.672652919,4789193.168721655,2137429.4841806605,1170797.9639357713,833733.9576090281
8.2,4.08,0.719,0.54976,0.011164,CO,-2.633,0.35661,3.349,11.3231,11.9994,11.9923,12.007,12.2823,11.9411,12.1049,12.3004,12.5476,11.9282,12.1061,12.3236,12.5199,12.629,11.4687,12.1045,11.9534,11.9777,11.9879,12.1126,12.1597,12.1972,13.3466,12.4248,12022.644346174131,4971705.139406536,8193545.112057287,2461461.616160789,5640996.293611891,11419521.238309944,4527514.109272284,2112033.5048962794,1015364.3485461987,10732250.369401759,4480869.504841547,2028951.8361646913,1119185.0504132959,797861.3589761279
8.2,4.06,0.718,0.62178,0.011156,CO,-2.714,0.35803,3.344,11.5246,12.1043,12.1065,12.0932,12.449,12.0559,12.2054,12.3896,12.625,12.0431,12.2064,12.4125,12.5991,12.7015,11.6317,12.2222,12.0644,12.0744,12.0735,12.1778,12.2165,12.2503,13.8271,12.6633,11481.536214968817,4520307.800508271,7386088.271818101,2276856.77470574,4845052.18183802,10288463.969539572,4133162.275799839,1948244.450879567,946857.3502151431,9668373.961929007,4091334.0537547586,1872123.0144657318,1041944.399982167,747394.808433084
8.2,4.04,0.717,0.70217,0.011148,CO,-2.794,0.35939,3.338,11.726,12.219,12.2339,12.1826,12.5922,12.191,12.3138,12.4808,12.7049,12.1759,12.3149,12.5028,12.6789,12.7785,11.7727,12.3581,12.1886,12.1794,12.1583,12.2456,12.2657,12.2985,14.495,12.8995,10964.78196143185,4072968.9497716306,6577753.354480504,2099900.91775123,4252472.853855022,9097742.323943876,3745808.302741991,1793851.710394514,880942.6692663408,8567547.702767747,3707558.666493501,1725192.1498275609,969499.6038501859,697225.3483094869
8.2,4.02,0.716,0.79204,0.01114,CO,-2.875,0.36069,3.333,11.9274,12.3489,12.3755,12.2857,12.748,12.3395,12.4376,12.5847,12.7948,12.3225,12.4376,12.6059,12.77,12.8676,11.9269,12.5077,12.3272,12.2973,12.2567,12.3199,12.3199,12.3507,15.2452,13.1477,10471.285480508985,3618883.7937319465,5781774.150964677,1912415.8822214876,3689309.4843920283,7946157.5293969195,3346948.935428413,1632488.300216539,812103.1300139355,7496181.091138668,3316130.1729394333,1571162.1626163272,892752.7041866946,643215.8035839993
8.2,4.0,0.715,0.8926,0.011133,CO,-2.955,0.36189,3.328,12.1286,12.4888,12.5296,12.3986,12.9134,12.5006,12.5728,12.7008,12.896,12.4836,12.5728,12.7218,12.8722,12.9662,12.091,12.6698,12.4792,12.428,12.365,12.401,12.3788,12.4078,16.0324,13.4142,10000.0,3185375.2491639205,5023045.205820061,1725711.9453940864,3171984.4665006064,6859036.817733598,2958796.1838568067,1468777.6013466846,740759.3601689594,6470622.046731667,2931551.538478938,1413861.8470856738,813574.1439520584,588115.5600281422
8.2,3.98,0.714,1.00504,0.011126,CO,-3.036,0.36301,3.324,12.3298,12.6475,12.7034,12.5247,13.066,12.687,12.7267,12.8297,13.0079,12.668,12.7267,12.8507,12.9839,13.0783,12.2444,12.8548,12.6539,12.5757,12.4859,12.4917,12.4403,12.4663,16.8582,13.6912,9549.92586021436,2755668.0957538546,4285420.01470748,1538418.9195264631,2759544.2266011382,5784281.774993903,2570995.7386964303,1305997.5069501575,669057.5175666544,5466789.35476065,2547321.9663862702,1257167.8964690322,734959.5624746528,531091.0427754747
8.2,3.96,0.713,1.13109,0.011119,CO,-3.116,0.36414,3.319,12.531,12.8033,12.8729,12.6522,13.2532,12.8651,12.8766,12.9604,13.1218,12.845,12.8765,12.9797,13.0998,13.1886,12.4295,13.0349,12.8215,12.7207,12.609,12.5826,12.5062,12.5283,17.5178,13.993,9120.108393559096,2390306.3151611174,3670625.2212609784,1369686.776656215,2325433.954928295,4915368.610290415,2242270.522297377,1159335.1371072035,603184.4063969671,4650278.796945049,2221828.285871834,1117737.7861999413,661378.5346530861,480391.8463463834
8.2,3.94,0.713,1.28308,0.011113,CO,-3.197,0.36523,3.315,12.7321,12.9616,13.0464,12.7817,13.448,13.0471,13.029,13.093,13.2384,13.0259,13.0292,13.112,13.2176,13.2997,12.6217,13.2195,12.9917,12.8676,12.7344,12.6758,12.5725,12.5897,18.1925,14.3084,8709.635899560806,2068246.9409136523,3131907.1345272576,1216998.645157187,1945596.791130924,4161260.686737648,1950728.5463003514,1027159.365679434,542349.1168962354,3940831.1066551413,1932410.2089013502,990578.196820684,594017.0728160477,434134.6593303621
8.2,3.92,0.712,1.46981,0.011106,CO,-3.277,0.3663,3.31,12.9332,13.1238,13.2259,12.915,13.6349,13.2387,13.1865,13.229,13.3569,13.214,13.1865,13.2481,13.3377,13.4148,12.8077,13.4133,13.1677,13.0196,12.8623,12.7696,12.637,12.6495,19.0659,14.6454,8317.63771102671,1783485.9035126178,2658007.2828105185,1077748.3959912348,1639985.9663714722,3492466.217740278,1689445.2797116009,907371.4720635948,486884.81254301534,3318143.1098975334,1673888.838959721,874975.8273965447,532483.577091314,390959.48121779895
8.2,3.9,0.711,1.68415,0.0111,CO,-3.358,0.36735,3.306,13.1343,13.2853,13.4053,13.0465,13.8516,13.427,13.3405,13.362,13.4743,13.3993,13.3403,13.3808,13.4568,13.5254,13.0212,13.6078,13.3392,13.1685,12.9889,12.8611,12.7037,12.7108,19.8978,15.0083,7943.282347242814,1538647.238674683,2255617.9772582673,955843.4442946296,1344712.7182364787,2939555.0286556445,1467619.6248362425,803626.9665706574,437457.23987354804,2800557.4989257473,1454373.6393232294,775149.4367740855,477678.3944715844,353476.9755867931
8.2,3.88,0.71,1.91955,0.011094,CO,-3.438,0.36837,3.302,13.3354,13.4478,13.587,13.1781,14.0649,13.6212,13.4978,13.4959,13.5909,13.5891,13.4975,13.5139,13.5763,13.6372,13.2332,13.8071,13.5129,13.3192,13.1156,12.9527,12.7719,12.7701,21.0073,15.4242,7585.775750291836,1326199.0004699135,1910095.9411904956,847649.6760064578,1106061.1723247766,2460771.1648000632,1271051.4925350752,711154.7841761163,393337.4001971444,2353933.1671071355,1259695.6475499826,686459.7381074625,428356.37331810285,319235.19467886473
8.2,3.86,0.71,2.18701,0.011088,CO,-3.519,0.36939,3.298,13.5364,13.6134,13.775,13.3127,14.3064,13.82,13.6571,13.6327,13.7104,13.7839,13.6561,13.6509,13.6975,13.7493,13.4714,14.0144,13.6906,13.472,13.2446,13.046,12.8404,12.83,22.0119,15.8548,7244.359600749898,1139826.0671421255,1608144.5020282392,749628.8440822037,886439.368081934,2051261.9194364036,1098785.7879885454,627644.9293563323,352724.09795954544,1969445.7247305566,1089671.312164828,605738.1946577657,383526.27422331646,288230.9767528345
8.2,3.84,0.709,2.48219,0.011082,CO,-3.599,0.37041,3.294,13.7375,13.7799,13.9651,13.4476,14.5543,14.0236,13.8174,13.7699,13.8295,13.982,13.8161,13.7862,13.8192,13.8618,13.7162,14.2281,13.869,13.6266,13.3741,13.1377,12.909,12.8906,23.1623,16.4214,6918.309709189362,978833.2820255464,1351310.69238766,662760.2174967835,706251.1668526956,1702359.4290355633,948993.3658006658,553737.795593942,316420.98226473766,1642760.1515636947,941381.5020123331,535346.6652465467,343230.01902242785,260142.19259979288
8.2,3.82,0.708,2.81557,0.011076,CO,-3.679,0.37146,3.289,13.9386,13.9491,14.1588,13.5839,14.8223,14.2324,13.9807,13.9092,13.9503,14.1846,13.9792,13.9251,13.942,13.9754,13.9786,14.4465,14.0511,13.7833,13.5056,13.2328,12.9794,12.9518,24.1577,17.1173,6606.934480075957,838492.3896349326,1131737.2504914852,585203.3846463413,552369.3544763598,1406052.8921421722,817360.3641948209,487589.7472651293,283410.3274671497,1364597.455473562,810953.6964816004,471569.27311022725,306856.7364970367,234553.10898332408
8.2,3.8,0.707,3.1908,0.011069,CO,-3.76,0.37257,3.285,14.1397,14.1229,14.3589,13.7247,15.1167,14.4463,14.1488,14.0523,14.0746,14.3919,14.1468,14.0675,14.0692,14.0929,14.2669,14.6738,14.2376,13.944,13.6408,13.3287,13.0528,13.0158,25.0356,17.9779,6309.57344480193,715365.9165639086,942442.2120005973,514678.40754568286,421714.6566283748,1156087.6911999683,701007.5462919977,427921.08320071665,253072.40432533436,1128843.3434470133,695833.2493142643,414128.0224093951,273278.06955320894,210761.03038363412
8.2,3.78,0.706,3.68253,0.011061,CO,-3.84,0.37385,3.28,14.3411,14.3034,14.5682,13.8709,15.4515,14.6705,14.3231,14.2028,14.205,14.6081,14.3211,14.2166,14.2018,14.2157,14.5922,14.9128,14.4317,14.1116,13.7832,13.4358,13.1289,13.0865,25.8864,18.9948,6025.595860743575,606675.1898178224,778328.1180984083,450488.7385080713,310260.6409606803,941756.8060985509,597902.9323548265,373071.15737963346,224756.76958396885,926363.9942335702,593489.6741064249,361511.90920539264,242210.39135422642,188494.33538406322
8.2,3.76,0.705,4.32718,0.011052,CO,-3.921,0.37535,3.274,14.5426,14.4932,14.7899,14.0258,15.8438,14.9079,14.5067,14.3605,14.3424,14.8372,14.5036,14.3745,14.3426,14.3446,14.9699,15.1692,14.6364,14.2876,13.9326,13.5424,13.2126,13.1651,26.7595,20.0626,5754.399373371566,510203.3041701715,635608.581868818,391228.93820035737,216527.82701749328,758028.963177375,505705.5448796084,323160.8238472353,198362.60979827418,751361.0862956846,502481.64179443946,313090.32029624755,213098.21090449922,167666.12817502796
8.2,3.74,0.704,5.10784,0.011043,CO,-4.002,0.37699,3.267,14.7443,14.7006,15.0334,14.1926,16.2707,15.173,14.7088,14.5317,14.4911,15.0908,14.7058,14.5459,14.4942,14.485,15.3831,15.455,14.8635,14.4805,14.0945,13.6581,13.3078,13.2557,27.6624,20.9467,5495.408738576249,422173.40864450246,508741.7276628217,336061.35885046696,146373.11851319144,594775.9616759862,420499.34505009657,276468.9192256098,173255.65618563254,595821.6871637773,417780.15583695524,267804.1168996722,185629.6781612176,147568.2556504426
8.2,3.72,0.703,6.15234,0.011032,CO,-4.082,0.37875,3.26,14.9462,14.9057,15.28,14.3585,16.7867,15.4441,14.908,14.7015,14.6382,15.3492,14.904,14.7147,14.6442,14.6217,15.8756,15.7546,15.0873,14.6709,14.2544,13.7747,13.425,13.3867,28.6556,21.9168,5248.074602497728,350200.2993709295,406184.1743221333,289017.55126648815,91185.74772368137,464279.0058863435,350712.2710861858,236914.66959765344,151604.83765458473,470567.5171716371,348765.44195756695,229701.00061011952,161999.26707974638,130370.27501644523
8.2,3.7,0.702,7.40019,0.011022,CO,-4.163,0.38041,3.253,15.1479,15.0818,15.5027,14.4908,17.2926,15.7017,15.0785,14.8367,14.7523,15.5917,15.0735,14.8487,14.7602,14.7302,16.3612,16.0464,15.288,14.8299,14.3801,13.8864,13.6678,13.7926,30.0821,23.3866,5011.872336272725,298307.5230111933,331459.66832738614,256325.5571683119,57326.39827733865,366882.28210052947,300288.46825941943,209555.78078297531,136729.03625434983,377059.28346879996,298896.71260674717,203399.8273759718,145848.08886038297,118186.06542340879
8.2,3.68,0.701,8.69896,0.011014,CO,-4.244,0.3818,3.247,15.3493,15.2696,15.7308,14.6428,17.7717,15.9598,15.2644,14.9932,14.8877,15.8374,15.2596,15.0034,14.8984,14.8592,16.8212,16.3352,15.499,15.0067,14.5263,14.013,13.9297,14.1909,38.6221,24.1469,4786.300923226385,251289.8083140102,269042.79156764934,223163.1994328407,36927.11047740181,289679.2636822085,253401.5830851719,181689.70292774242,120873.59019433393,301134.35641011415,252180.67775955802,176644.95932947553,128603.09238689994,105098.60310034634
8.2,3.66,0.7,9.98034,0.011007,CO,-4.324,0.38288,3.243,15.5505,15.4488,15.9465,14.791,18.2394,16.2082,15.4431,15.1431,15.019,16.0715,15.4373,15.1534,15.0321,14.9864,17.2719,16.6129,15.6999,15.1766,14.6692,14.1519,14.2729,14.643,40.9303,24.8774,4570.881896148751,213327.61913152074,220848.0514804478,194937.2299606339,24033.528517193306,230732.9502811445,215219.45885635476,158461.04884196105,107241.6859886626,243037.0686175752,214379.87775380324,154047.07640283694,113847.53271323486,93598.55737580542
8.2,3.64,0.699,11.05464,0.011003,CO,-4.405,0.38369,3.24,15.7513,15.6191,16.1524,14.9332,18.6933,16.4467,15.6131,15.2886,15.1495,16.2973,15.6066,15.2986,15.1622,15.1158,17.7097,16.8817,15.8921,15.3385,14.8069,14.3176,14.677,15.1226,42.1919,25.6102,4365.158322401661,182491.5640878634,182830.76603961014,171131.71297433684,15833.365750872505,185363.97169416025,184160.82087744915,138687.79175538733,95165.45757316641,197545.9931948889,183560.70878428203,134861.86693743654,101064.66252049274,83142.84133994443
8.2,3.62,0.699,11.95132,0.010999,CO,-4.485,0.38431,3.237,15.952,15.7815,16.3463,15.0715,19.1277,16.6733,15.7743,15.4284,15.2789,16.5107,15.7662,15.4384,15.2908,15.25,18.1318,17.1399,16.073,15.4926,14.9412,14.5296,15.1281,15.6207,43.4632,26.349,4168.693834703355,157252.882604826,153040.0506430362,150773.95230847917,10620.11124345848,150557.06783876003,158866.76932807447,122020.85254224621,84534.72845373029,162414.21866539074,158582.60506038947,118654.71193145403,89841.11887189436,73529.34273534434
8.2,3.6,0.699,12.71834,0.010996,CO,-4.565,0.3848,3.235,16.1525,15.9373,16.5307,15.2075,19.539,16.8923,15.9287,15.5668,15.4106,16.716,15.9196,15.5757,15.419,15.3926,18.531,17.388,16.2469,15.6402,15.0746,14.7792,15.5874,16.1059,44.9416,27.0704,3981.0717055349733,136306.1832001331,129205.80983884385,133095.4659842589,7275.217937877691,123122.68841361045,137882.7719342135,107475.87678662139,74919.02273626628,134505.79289431265,137762.9676149766,104616.92026820597,79878.90332148677,64514.54306614051
8.2,3.58,0.698,13.38843,0.010994,CO,-4.645,0.38518,3.234,16.3529,16.066,16.6685,15.3328,19.8996,17.0608,16.0398,15.6892,15.5491,16.8725,16.0316,15.6988,15.5471,15.5652,18.8823,17.5872,16.3732,15.7541,15.2023,15.1638,16.1142,16.6282,46.2527,27.7813,3801.8939632056126,121113.77868127309,113846.59332013677,118631.83774533893,5221.123964680353,105462.0203555136,124516.81482301049,96052.57098193838,65970.54938305862,116492.77371310603,124305.54059886938,93437.22420656068,71014.99990123893,55052.319636771936
8.2,3.56,0.698,13.98582,0.010992,CO,-4.725,0.38549,3.233,16.5532,16.2209,16.831,15.4856,20.262,17.2563,16.1783,15.8401,15.716,17.0569,16.1696,15.851,15.7031,15.7679,19.235,17.8088,16.5277,15.8947,15.3593,15.524,16.4735,17.002,47.4285,28.5211,3630.780547701014,105048.91712046332,98056.87881780574,103095.39905566012,3740.7788202562188,88115.86578700213,109644.2922636091,83619.39473992608,56591.09881447737,98332.48439133227,109508.67202703159,81245.24524213259,61533.00386357285,45693.418296848526
